Protein 1,Protein 1 name,Protein 2,Protein 2 name,Retained DDIs,Lost DDIs,Score,Source of the interaction
5806,PTX3,26281,FGF20,-,-,1.0,PPI
5806,PTX3,8817,FGF18,-,-,1.0,PPI
2814,GP5,2811,GP1BA,PF13855-PF13855 ; PF13855-PF01462,-,1.0,PPI-DDI
55970,GNG12,154,ADRB2,PF00631-PF00001,-,1.0,PPI-DDI
84919,PPP1R15B,5733,PTGER3,-,-,1.0,PPI
84919,PPP1R15B,1132,CHRM4,-,-,1.0,PPI
84919,PPP1R15B,148066,ZNRF4,-,-,1.0,PPI
4656,MYOG,3400,ID4,PF00010-PF00010,-,1.0,PPI-DDI
4656,MYOG,10763,NES,-,-,1.0,PPI
33,ACADL,127833,SYT2,-,-,1.0,PPI
23172,ABRAXAS2,3454,IFNAR1,-,-,1.0,PPI
23172,ABRAXAS2,57215,THAP11,-,-,1.0,PPI
3202,HOXA5,7291,TWIST1,PF00046-PF00010,-,1.0,PPI-DDI
3202,HOXA5,6657,SOX2,-,-,1.0,PPI
3202,HOXA5,23071,ERP44,-,-,1.0,PPI
3202,HOXA5,55170,PRMT6,-,-,1.0,PPI
3202,HOXA5,79797,ZNF408,PF00046-PF00096,-,1.0,PPI-DDI
114990,VASN,55631,LRRC40,PF13855-PF12799 ; PF13855-PF13855,-,1.0,PPI-DDI
114990,VASN,26227,PHGDH,-,-,1.0,PPI
114990,VASN,10695,CNPY3,-,-,1.0,PPI
114990,VASN,3956,LGALS1,-,-,1.0,PPI
57168,ASPHD2,9917,FAM20B,-,-,1.0,PPI
57168,ASPHD2,2925,GRPR,-,-,1.0,PPI
341640,FREM2,1670,DEFA5,-,-,1.0,PPI
341640,FREM2,58511,DNASE2B,-,-,1.0,PPI
341640,FREM2,64377,CHST8,-,-,1.0,PPI
64207,IRF2BPL,26145,IRF2BP1,-,-,1.0,PPI
64207,IRF2BPL,64207,IRF2BPL,-,-,1.0,PPI
8339,H2BC8,387032,ZKSCAN4,PF00125-PF00096,-,1.0,PPI-DDI
8339,H2BC8,57473,ZNF512B,-,-,1.0,PPI
8339,H2BC8,54984,PINX1,-,-,1.0,PPI
8339,H2BC8,9841,ZBTB24,PF00125-PF00096,-,1.0,PPI-DDI
8339,H2BC8,168455,CCDC71L,-,-,1.0,PPI
8339,H2BC8,79080,CCDC86,-,-,1.0,PPI
8339,H2BC8,140735,DYNLL2,-,-,1.0,PPI
8339,H2BC8,6018,RLF,PF00125-PF00096,-,1.0,PPI-DDI
8339,H2BC8,7554,ZNF8,PF00125-PF00096,-,1.0,PPI-DDI
8339,H2BC8,723790,H2AC19,PF00125-PF00125 ; PF00125-PF16211,-,1.0,PPI-DDI
