Gene 1 ID,Protein 1 name,Gene 2 ID,Protein 2 name,Retained DDIs,Lost DDIs,Score,Source of the interaction
ENSG00000111218,PRMT8,ENSG00000111218,PRMT8,PF06325-PF06325,-,1.0,PPI-DDI
ENSG00000139505,MTMR6,ENSG00000139618,BRCA2,-,-,1.0,PPI
ENSG00000139505,MTMR6,ENSG00000139505,MTMR6,PF06602-PF06602,-,1.0,PPI-DDI
ENSG00000139668,WDFY2,ENSG00000139746,RBM26,PF00400-PF00076,-,1.0,PPI-DDI
ENSG00000244754,N4BP2L2,ENSG00000126231,PROZ,-,-,1.0,PPI
ENSG00000126216,TUBGCP3,ENSG00000126216,TUBGCP3,PF17681-PF17681 ; PF17681-PF04130 ; PF04130-PF17681,-,1.0,PPI-DDI
ENSG00000126216,TUBGCP3,ENSG00000059758,CDK17,-,-,1.0,PPI
ENSG00000178695,KCTD12,ENSG00000178695,KCTD12,PF02214-PF02214,-,1.0,PPI-DDI
ENSG00000136161,RCBTB2,ENSG00000136161,RCBTB2,PF00415-PF00415 ; PF00651-PF00651 ; PF00651-PF07707 ; PF07707-PF00651,-,1.0,PPI-DDI
ENSG00000139117,CPNE8,ENSG00000185896,LAMP1,-,-,1.0,PPI
ENSG00000139687,RB1,ENSG00000139687,RB1,PF01857-PF01858 ; PF01857-PF11934 ; PF01857-PF08934 ; PF01858-PF01857 ; PF01858-PF01858 ; PF01858-PF11934 ; PF01858-PF08934 ; PF11934-PF01857 ; PF11934-PF01858 ; PF08934-PF01857 ; PF08934-PF01858,-,1.0,PPI-DDI
ENSG00000139687,RB1,ENSG00000150907,FOXO1,-,-,1.0,PPI
ENSG00000139687,RB1,ENSG00000198176,TFDP1,PF08934-PF08781,-,1.0,PPI-DDI
ENSG00000139687,RB1,ENSG00000139746,RBM26,-,-,1.0,PPI
ENSG00000139684,ESD,ENSG00000139684,ESD,PF00756-PF00756,-,1.0,PPI-DDI
ENSG00000139618,BRCA2,ENSG00000139618,BRCA2,PF09104-PF09121 ; PF09121-PF09104 ; PF09103-PF09169 ; PF09169-PF09103,-,1.0,PPI-DDI
ENSG00000139842,CUL4A,ENSG00000150401,DCUN1D2,PF10557-PF03556,-,1.0,PPI-DDI
ENSG00000139842,CUL4A,ENSG00000170454,KRT75,-,-,1.0,PPI
ENSG00000139842,CUL4A,ENSG00000139842,CUL4A,PF10557-PF00888 ; PF00888-PF10557 ; PF00888-PF00888,-,1.0,PPI-DDI
ENSG00000150907,FOXO1,ENSG00000150907,FOXO1,PF00250-PF00250,-,1.0,PPI-DDI
ENSG00000102755,FLT1,ENSG00000102755,FLT1,PF07714-PF07714 ; PF00047-PF00047 ; PF00047-PF13927 ; PF00047-PF07679 ; PF13927-PF00047 ; PF13927-PF13927 ; PF13927-PF07679 ; PF07679-PF00047 ; PF07679-PF13927 ; PF07679-PF07679 ; PF17988-PF17988,-,1.0,PPI-DDI
ENSG00000136158,SPRY2,ENSG00000136158,SPRY2,-,-,1.0,PPI
ENSG00000102786,INTS6,ENSG00000126231,PROZ,-,-,1.0,PPI
ENSG00000185896,LAMP1,ENSG00000185896,LAMP1,PF01299-PF01299,-,1.0,PPI-DDI
ENSG00000185896,LAMP1,ENSG00000102531,FNDC3A,-,-,1.0,PPI
ENSG00000152944,MED21,ENSG00000152944,MED21,PF11221-PF11221,-,1.0,PPI-DDI
ENSG00000102606,ARHGEF7,ENSG00000102606,ARHGEF7,PF07653-PF07653 ; PF07653-PF00621 ; PF07653-PF00018 ; PF00307-PF00307 ; PF00307-PF00169 ; PF00307-PF00621 ; PF00307-PF00018 ; PF00169-PF00307 ; PF00169-PF00169 ; PF00169-PF00621 ; PF00169-PF00018 ; PF00621-PF07653 ; PF00621-PF00307 ; PF00621-PF00169 ; PF00621-PF00621 ; PF00621-PF00018 ; PF16523-PF16523 ; PF00018-PF07653 ; PF00018-PF00307 ; PF00018-PF00169 ; PF00018-PF00621 ; PF00018-PF00018 ; PF14604-PF14604,-,1.0,PPI-DDI
