Protein 1,Protein 1 name,Protein 2,Protein 2 name,Retained DDIs,Lost DDIs,Score,Source of the interaction
2048,EPHB2,2048,EPHB2,PF14575-PF07714 ; PF00041-PF00041 ; PF00041-PF01404 ; PF01404-PF00041 ; PF01404-PF01404 ; PF00536-PF00536 ; PF07714-PF14575 ; PF07714-PF07714,-,1.0,PPI-DDI
118427,OLFM3,375790,AGRN,-,-,1.0,PPI
51514,DTL,163859,SDE2,-,-,1.0,PPI
6708,SPTA1,6708,SPTA1,PF08726-PF00435 ; PF00435-PF08726 ; PF00435-PF00435 ; PF00435-PF00018 ; PF00018-PF00435 ; PF00018-PF00018,-,1.0,PPI-DDI
5929,RBBP5,90780,PYGO2,PF00400-PF00628,-,1.0,PPI-DDI
5929,RBBP5,5929,RBBP5,PF00400-PF00400,-,1.0,PPI-DDI
23029,RBM34,9015,TAF1A,-,-,1.0,PPI
23029,RBM34,29889,GNL2,-,-,1.0,PPI
51463,GPR89B,9725,TMEM63A,-,-,1.0,PPI
7044,LEFTY2,10637,LEFTY1,PF00019-PF00019 ; PF00019-PF00688 ; PF00688-PF00019 ; PF00688-PF00688,-,1.0,PPI-DDI
2946,GSTM2,2947,GSTM3,PF00043-PF02798 ; PF00043-PF00043 ; PF02798-PF02798 ; PF02798-PF00043,-,1.0,PPI-DDI
2946,GSTM2,2946,GSTM2,PF00043-PF00043 ; PF00043-PF02798 ; PF02798-PF00043 ; PF02798-PF02798,-,1.0,PPI-DDI
1889,ECE1,28956,LAMTOR2,-,-,1.0,PPI
29889,GNL2,29889,GNL2,PF01926-PF01926,-,1.0,PPI-DDI
2224,FDPS,2224,FDPS,PF00348-PF00348,-,1.0,PPI-DDI
2224,FDPS,9015,TAF1A,-,-,1.0,PPI
8668,EIF3I,93185,IGSF8,PF00400-PF07686,-,1.0,PPI-DDI
1999,ELF3,1999,ELF3,PF00178-PF00178 ; PF00178-PF02198 ; PF02198-PF00178 ; PF02198-PF02198,-,1.0,PPI-DDI
6886,TAL1,6886,TAL1,PF00010-PF00010,-,1.0,PPI-DDI
9015,TAF1A,9015,TAF1A,-,-,1.0,PPI
84033,OBSCN,23285,BTBD8,-,-,1.0,PPI
5788,PTPRC,5788,PTPRC,PF00041-PF00041 ; PF00041-PF00102 ; PF00102-PF00041 ; PF00102-PF00102,-,1.0,PPI-DDI
80149,ZC3H12A,80149,ZC3H12A,PF11977-PF11977,-,1.0,PPI-DDI
2947,GSTM3,2947,GSTM3,PF02798-PF02798 ; PF02798-PF00043 ; PF00043-PF02798 ; PF00043-PF00043,-,1.0,PPI-DDI
55929,DMAP1,6944,VPS72,-,-,1.0,PPI
375056,MIA3,375056,MIA3,PF07653-PF07653,-,1.0,PPI-DDI
200081,TXLNA,200081,TXLNA,-,-,1.0,PPI
11315,PARK7,11315,PARK7,PF01965-PF01965,-,1.0,PPI-DDI
2882,GPX7,56893,UBQLN4,-,-,1.0,PPI
1063,CENPF,1063,CENPF,-,-,1.0,PPI
9927,MFN2,9927,MFN2,PF00350-PF00350 ; PF00350-PF04799 ; PF04799-PF00350,-,1.0,PPI-DDI
90780,PYGO2,90780,PYGO2,PF00628-PF00628,-,1.0,PPI-DDI
148281,SYT6,148281,SYT6,PF00168-PF00168,-,1.0,PPI-DDI
2563,GABRD,56893,UBQLN4,-,-,1.0,PPI
7802,DNALI1,7802,DNALI1,-,-,1.0,PPI
6003,RGS13,286826,LIN9,-,-,1.0,PPI
286826,LIN9,286826,LIN9,-,-,1.0,PPI
2060,EPS15,2060,EPS15,-,-,1.0,PPI
3604,TNFRSF9,3604,TNFRSF9,PF00020-PF00020,-,1.0,PPI-DDI
5451,POU2F1,5451,POU2F1,PF00157-PF00157 ; PF00157-PF00046 ; PF00046-PF00157 ; PF00046-PF00046,-,1.0,PPI-DDI
56893,UBQLN4,56893,UBQLN4,PF00627-PF00627 ; PF00627-PF00240 ; PF00240-PF00627 ; PF00240-PF00240,-,1.0,PPI-DDI
5737,PTGFR,5737,PTGFR,PF00001-PF00001,-,1.0,PPI-DDI
148979,GLIS1,148979,GLIS1,PF00096-PF00096,-,1.0,PPI-DDI
