Protein 1,Protein 1 name,Protein 2,Protein 2 name,Retained DDIs,Lost DDIs,Score,Source of the interaction
51119,SBDS,136647,MPLKIP,-,-,1.0,PPI
51119,SBDS,2961,GTF2E2,-,-,1.0,PPI
150483,TEKT4,55165,CEP55,-,-,1.0,PPI
150483,TEKT4,22806,IKZF3,-,-,1.0,PPI
161198,CLEC14A,10614,HEXIM1,-,-,1.0,PPI
161198,CLEC14A,57532,NUFIP2,-,-,1.0,PPI
161198,CLEC14A,7431,VIM,-,-,1.0,PPI
55742,PARVA,6657,SOX2,-,-,1.0,PPI
55742,PARVA,988,CDC5L,-,-,1.0,PPI
55742,PARVA,3316,HSPB2,-,-,1.0,PPI
6478,SIAH2,4985,OPRD1,-,-,1.0,PPI
6478,SIAH2,26136,TES,-,-,1.0,PPI
6478,SIAH2,4986,OPRK1,-,-,1.0,PPI
6478,SIAH2,2033,EP300,-,-,1.0,PPI
6478,SIAH2,1052,CEBPD,-,-,1.0,PPI
6478,SIAH2,729250,PRR20E,-,-,1.0,PPI
6478,SIAH2,22974,TPX2,-,-,1.0,PPI
6478,SIAH2,6478,SIAH2,PF03145-PF03145,-,1.0,PPI-DDI
6736,SRY,2033,EP300,-,-,1.0,PPI
651,BMP3,55170,PRMT6,-,-,1.0,PPI
151112,ZSWIM2,84659,RNASE7,-,-,1.0,PPI
379,ARL4D,5223,PGAM1,-,-,1.0,PPI
379,ARL4D,3301,DNAJA1,-,-,1.0,PPI
379,ARL4D,382,ARF6,PF00025-PF00025,-,1.0,PPI-DDI
53358,SHC3,919,CD247,PF00017-PF02189,-,1.0,PPI-DDI
199731,CADM4,4893,NRAS,PF07686-PF00071,-,1.0,PPI-DDI
8200,GDF5,11187,PKP3,-,-,1.0,PPI
8200,GDF5,391123,VSIG8,PF00019-PF07686,-,1.0,PPI-DDI
8200,GDF5,810,CALML3,-,-,1.0,PPI
8200,GDF5,93,ACVR2B,PF00019-PF00069 ; PF00019-PF01064,-,1.0,PPI-DDI
5015,OTX2,5015,OTX2,PF00046-PF00046,-,1.0,PPI-DDI
26762,HAVCR1,4921,DDR2,PF07686-PF00754,-,1.0,PPI-DDI
26762,HAVCR1,55361,PI4K2A,-,-,1.0,PPI
84612,PARD6B,84078,KBTBD7,-,-,1.0,PPI
84612,PARD6B,5879,RAC1,PF00564-PF00071 ; PF00595-PF00071,-,1.0,PPI-DDI
84612,PARD6B,54566,EPB41L4B,PF00595-PF00373,-,1.0,PPI-DDI
84612,PARD6B,55699,IARS2,-,-,1.0,PPI
84612,PARD6B,89890,KBTBD6,-,-,1.0,PPI
9724,UTP14C,56159,TEX11,-,-,1.0,PPI
84811,BUD13,1044,CDX1,-,-,1.0,PPI
84811,BUD13,27238,GPKOW,-,-,1.0,PPI
55841,WWC3,55841,WWC3,-,-,1.0,PPI
55300,PI4K2B,9319,TRIP13,-,-,1.0,PPI
6170,RPL39,84458,LCOR,-,-,1.0,PPI
6170,RPL39,8353,H3C6,-,-,1.0,PPI
6170,RPL39,6123,RPL3L,-,-,1.0,PPI
6170,RPL39,988,CDC5L,-,-,1.0,PPI
6170,RPL39,3181,HNRNPA2B1,-,-,1.0,PPI
85376,RIMBP3,9533,POLR1C,-,-,1.0,PPI
85376,RIMBP3,358,AQP1,-,-,1.0,PPI
85376,RIMBP3,118738,ZNF488,-,-,1.0,PPI
23673,STX12,81876,RAB1B,PF05739-PF00071,-,1.0,PPI-DDI
23673,STX12,57613,FAM234B,-,-,1.0,PPI
23673,STX12,81631,MAP1LC3B,PF05739-PF02991,-,1.0,PPI-DDI
23673,STX12,4893,NRAS,PF05739-PF00071,-,1.0,PPI-DDI
23673,STX12,19,ABCA1,-,-,1.0,PPI
23673,STX12,8411,EEA1,-,-,1.0,PPI
23673,STX12,9570,GOSR2,-,PF05739-PF12352,0.0,PPI-DDI
23673,STX12,29978,UBQLN2,-,-,1.0,PPI
5695,PSMB7,25932,CLIC4,-,-,1.0,PPI
5695,PSMB7,9533,POLR1C,-,-,1.0,PPI
5695,PSMB7,5689,PSMB1,PF00227-PF00227 ; PF12465-PF00227,-,1.0,PPI-DDI
5695,PSMB7,64795,RMND5A,-,-,1.0,PPI
5695,PSMB7,3799,KIF5B,-,-,1.0,PPI
5695,PSMB7,5071,PRKN,-,-,1.0,PPI
5695,PSMB7,123169,LEO1,-,-,1.0,PPI
5695,PSMB7,6280,S100A9,-,-,1.0,PPI
5695,PSMB7,5695,PSMB7,PF00227-PF00227 ; PF00227-PF12465 ; PF12465-PF00227,-,1.0,PPI-DDI
81027,TUBB1,123103,KLHL33,-,-,1.0,PPI
81027,TUBB1,1990,CELA1,-,-,1.0,PPI
81027,TUBB1,5071,PRKN,-,-,1.0,PPI
81027,TUBB1,10614,HEXIM1,-,-,1.0,PPI
81027,TUBB1,7283,TUBG1,PF00091-PF03953 ; PF00091-PF00091 ; PF03953-PF03953 ; PF03953-PF00091,-,1.0,PPI-DDI
81027,TUBB1,347733,TUBB2B,PF00091-PF03953 ; PF00091-PF00091 ; PF03953-PF03953 ; PF03953-PF00091,-,1.0,PPI-DDI
81027,TUBB1,388951,TSPYL6,-,-,1.0,PPI
81027,TUBB1,7476,WNT7A,-,-,1.0,PPI
27063,ANKRD1,84665,MYPN,PF12796-PF07679,-,1.0,PPI-DDI
27063,ANKRD1,84675,TRIM55,-,-,1.0,PPI
27063,ANKRD1,27063,ANKRD1,PF12796-PF12796,-,1.0,PPI-DDI
6689,SPIB,2033,EP300,-,-,1.0,PPI
6689,SPIB,3725,JUN,-,PF00178-PF00170,0.0,PPI-DDI
6689,SPIB,6689,SPIB,-,PF00178-PF00178,0.0,PPI-DDI
6689,SPIB,1869,E2F1,-,-,1.0,PPI
6689,SPIB,1870,E2F2,-,-,1.0,PPI
54913,RPP25,10248,POP7,PF01918-PF12328,-,1.0,PPI-DDI
23568,ARL2BP,5879,RAC1,-,-,1.0,PPI
8933,RTL8C,719,C3AR1,-,-,1.0,PPI
8933,RTL8C,4887,NPY2R,-,-,1.0,PPI
51526,OSER1,144811,LACC1,-,-,1.0,PPI
1969,EPHA2,1158,CKM,-,-,1.0,PPI
1969,EPHA2,112609,MRAP2,-,-,1.0,PPI
1969,EPHA2,10614,HEXIM1,-,-,1.0,PPI
1969,EPHA2,1969,EPHA2,PF00536-PF00536 ; PF00041-PF00041 ; PF00041-PF01404 ; PF14575-PF07714 ; PF07714-PF14575 ; PF07714-PF07714 ; PF01404-PF00041 ; PF01404-PF01404,-,1.0,PPI-DDI
1969,EPHA2,894,CCND2,-,-,1.0,PPI
1969,EPHA2,26136,TES,-,-,1.0,PPI
1969,EPHA2,4893,NRAS,PF00041-PF00071 ; PF07714-PF00071,-,1.0,PPI-DDI
1969,EPHA2,1938,EEF2,-,-,1.0,PPI
1969,EPHA2,867,CBL,-,-,1.0,PPI
1969,EPHA2,1230,CCR1,-,-,1.0,PPI
5174,PDZK1,54442,KCTD5,PF00595-PF02214,-,1.0,PPI-DDI
338917,VSX2,80139,ZNF703,-,-,1.0,PPI
55633,TBC1D22B,64746,ACBD3,-,-,1.0,PPI
55633,TBC1D22B,22806,IKZF3,-,-,1.0,PPI
55633,TBC1D22B,114824,PNMA5,-,-,1.0,PPI
55633,TBC1D22B,2760,GM2A,-,-,1.0,PPI
55633,TBC1D22B,653145,ANXA8,-,-,1.0,PPI
55633,TBC1D22B,84290,CAPNS2,-,-,1.0,PPI
55633,TBC1D22B,79983,POF1B,-,-,1.0,PPI
55633,TBC1D22B,3713,IVL,-,-,1.0,PPI
55633,TBC1D22B,50489,CD207,-,-,1.0,PPI
55633,TBC1D22B,3162,HMOX1,-,-,1.0,PPI
55633,TBC1D22B,374897,SBSN,-,-,1.0,PPI
55633,TBC1D22B,6278,S100A7,-,-,1.0,PPI
55633,TBC1D22B,79887,PLBD1,-,-,1.0,PPI
55633,TBC1D22B,4893,NRAS,PF00566-PF00071,-,1.0,PPI-DDI
55633,TBC1D22B,284110,GSDMA,-,-,1.0,PPI
55633,TBC1D22B,84659,RNASE7,-,-,1.0,PPI
55633,TBC1D22B,382,ARF6,-,-,1.0,PPI
55633,TBC1D22B,56159,TEX11,-,-,1.0,PPI
55633,TBC1D22B,121214,SDR9C7,-,-,1.0,PPI
55633,TBC1D22B,202,CRYBG1,-,-,1.0,PPI
55633,TBC1D22B,2125,EVPL,-,-,1.0,PPI
55633,TBC1D22B,6280,S100A9,-,-,1.0,PPI
7424,VEGFC,3791,KDR,PF00341-PF00047 ; PF00341-PF13927,-,1.0,PPI-DDI
7424,VEGFC,7424,VEGFC,PF00341-PF00341,-,1.0,PPI-DDI
196383,RILPL2,196383,RILPL2,-,-,1.0,PPI
654364,NME1-NME2,3945,LDHB,-,-,1.0,PPI
654364,NME1-NME2,6647,SOD1,-,-,1.0,PPI
654364,NME1-NME2,3251,HPRT1,-,-,1.0,PPI
283578,TMED8,5733,PTGER3,-,-,1.0,PPI
283578,TMED8,5023,P2RX1,-,-,1.0,PPI
135114,HINT3,58480,RHOU,-,-,1.0,PPI
4255,MGMT,2033,EP300,-,-,1.0,PPI
4255,MGMT,5042,PABPC3,-,-,1.0,PPI
4255,MGMT,3181,HNRNPA2B1,-,-,1.0,PPI
4255,MGMT,10383,TUBB4B,-,-,1.0,PPI
4255,MGMT,7150,TOP1,-,-,1.0,PPI
4255,MGMT,64806,IL25,-,-,1.0,PPI
4255,MGMT,7431,VIM,-,-,1.0,PPI
4255,MGMT,7274,TTPA,-,-,1.0,PPI
7432,VIP,4223,MEOX2,-,-,1.0,PPI
51728,POLR3K,9533,POLR1C,PF01096-PF01193 ; PF02150-PF01193,-,1.0,PPI-DDI
51728,POLR3K,55703,POLR3B,PF01096-PF04566 ; PF01096-PF00562 ; PF01096-PF04563 ; PF02150-PF04566 ; PF02150-PF04567 ; PF02150-PF04565 ; PF02150-PF00562 ; PF02150-PF04563 ; PF02150-PF04560 ; PF02150-PF04561,-,1.0,PPI-DDI
51728,POLR3K,442247,RFPL4B,-,-,1.0,PPI
353376,TICAM2,4223,MEOX2,-,-,1.0,PPI
80351,TNKS2,80351,TNKS2,PF07647-PF07647 ; PF13637-PF13637 ; PF13637-PF13857 ; PF13637-PF12796 ; PF13637-PF00023 ; PF00644-PF00644 ; PF13857-PF13637 ; PF13857-PF13857 ; PF13857-PF12796 ; PF13857-PF00023 ; PF12796-PF13637 ; PF12796-PF13857 ; PF12796-PF12796 ; PF12796-PF00023 ; PF00023-PF13637 ; PF00023-PF13857 ; PF00023-PF12796 ; PF00023-PF00023,-,1.0,PPI-DDI
80351,TNKS2,57473,ZNF512B,-,-,1.0,PPI
340542,BEX5,100132565,GOLGA8F,-,-,1.0,PPI
340542,BEX5,340542,BEX5,-,-,1.0,PPI
26747,NUFIP1,2781,GNAZ,-,-,1.0,PPI
26747,NUFIP1,5865,RAB3B,-,-,1.0,PPI
26747,NUFIP1,2776,GNAQ,-,-,1.0,PPI
26747,NUFIP1,5577,PRKAR2B,-,-,1.0,PPI
26747,NUFIP1,5534,PPP3R1,-,-,1.0,PPI
26747,NUFIP1,56001,NXF2,-,-,1.0,PPI
26747,NUFIP1,8340,H2BC13,-,-,1.0,PPI
26747,NUFIP1,2788,GNG7,-,-,1.0,PPI
2788,GNG7,2773,GNAI3,PF00631-PF00503,-,1.0,PPI-DDI
1892,ECHS1,1892,ECHS1,PF00378-PF00378,-,1.0,PPI-DDI
1892,ECHS1,5479,PPIB,-,-,1.0,PPI
11149,BVES,3315,HSPB1,-,-,1.0,PPI
382,ARF6,4893,NRAS,PF00025-PF00071,-,1.0,PPI-DDI
382,ARF6,2776,GNAQ,-,-,1.0,PPI
100287171,WASHC1,8411,EEA1,-,-,1.0,PPI
81930,KIF18A,8339,H2BC8,-,-,1.0,PPI
286077,FAM83H,56001,NXF2,-,-,1.0,PPI
286077,FAM83H,83987,CCDC8,-,-,1.0,PPI
286077,FAM83H,26353,HSPB8,-,-,1.0,PPI
286077,FAM83H,161424,NOP9,-,-,1.0,PPI
286077,FAM83H,22919,MAPRE1,-,-,1.0,PPI
5223,PGAM1,7295,TXN,-,-,1.0,PPI
5223,PGAM1,2171,FABP5,-,-,1.0,PPI
5223,PGAM1,26227,PHGDH,-,-,1.0,PPI
5223,PGAM1,1050,CEBPA,-,-,1.0,PPI
5223,PGAM1,6647,SOD1,-,-,1.0,PPI
5223,PGAM1,5224,PGAM2,PF00300-PF00300,-,1.0,PPI-DDI
192670,AGO4,1937,EEF1G,-,-,1.0,PPI
192670,AGO4,57037,ANKMY2,-,-,1.0,PPI
192670,AGO4,3301,DNAJA1,-,-,1.0,PPI
192670,AGO4,390937,ERFL,-,-,1.0,PPI
192670,AGO4,6193,RPS5,-,-,1.0,PPI
192670,AGO4,10383,TUBB4B,-,-,1.0,PPI
10383,TUBB4B,10614,HEXIM1,-,-,1.0,PPI
10383,TUBB4B,894,CCND2,-,-,1.0,PPI
10383,TUBB4B,29978,UBQLN2,-,-,1.0,PPI
10383,TUBB4B,5071,PRKN,-,-,1.0,PPI
10383,TUBB4B,867,CBL,-,-,1.0,PPI
10383,TUBB4B,6118,RPA2,-,-,1.0,PPI
10383,TUBB4B,6615,SNAI1,-,-,1.0,PPI
10383,TUBB4B,51015,ISOC1,-,-,1.0,PPI
10383,TUBB4B,54101,RIPK4,PF00091-PF13637 ; PF00091-PF12796 ; PF03953-PF13637,-,1.0,PPI-DDI
10383,TUBB4B,7280,TUBB2A,PF00091-PF03953 ; PF00091-PF00091 ; PF03953-PF03953 ; PF03953-PF00091,-,1.0,PPI-DDI
10383,TUBB4B,3872,KRT17,-,-,1.0,PPI
10383,TUBB4B,26136,TES,-,-,1.0,PPI
10383,TUBB4B,7283,TUBG1,PF00091-PF03953 ; PF00091-PF00091 ; PF03953-PF03953 ; PF03953-PF00091,-,1.0,PPI-DDI
10383,TUBB4B,113457,TUBA3D,PF00091-PF00091 ; PF00091-PF03953 ; PF03953-PF00091 ; PF03953-PF03953,-,1.0,PPI-DDI
10383,TUBB4B,988,CDC5L,-,-,1.0,PPI
10383,TUBB4B,7857,SCG2,-,-,1.0,PPI
2173,FABP7,6647,SOD1,-,-,1.0,PPI
57462,MYORG,23439,ATP1B4,-,-,1.0,PPI
54554,WDR5B,22934,RPIA,-,-,1.0,PPI
164153,UBL4B,4223,MEOX2,-,-,1.0,PPI
169714,QSOX2,116254,GINM1,-,-,1.0,PPI
1415,CRYBB2,3315,HSPB1,-,-,1.0,PPI
1415,CRYBB2,1409,CRYAA,-,-,1.0,PPI
1415,CRYBB2,1415,CRYBB2,PF00030-PF00030,-,1.0,PPI-DDI
154313,CFAP206,154075,SAMD3,-,-,1.0,PPI
154313,CFAP206,154313,CFAP206,-,-,1.0,PPI
154313,CFAP206,11063,SOX30,-,-,1.0,PPI
286753,TRARG1,149371,EXOC8,-,-,1.0,PPI
286753,TRARG1,479,ATP12A,-,-,1.0,PPI
286753,TRARG1,140707,BRI3BP,-,-,1.0,PPI
57460,PPM1H,7532,YWHAG,-,-,1.0,PPI
57460,PPM1H,344558,SH3RF3,-,-,1.0,PPI
57460,PPM1H,56623,INPP5E,-,-,1.0,PPI
57460,PPM1H,57622,LRFN1,-,-,1.0,PPI
2790,GNG10,1230,CCR1,PF00631-PF00001,-,1.0,PPI-DDI
2790,GNG10,2773,GNAI3,PF00631-PF00503,-,1.0,PPI-DDI
353132,LCE1B,4223,MEOX2,-,-,1.0,PPI
353132,LCE1B,3846,KRTAP5-9,-,-,1.0,PPI
84842,HPDL,51204,TACO1,-,-,1.0,PPI
10403,NDC80,10403,NDC80,PF03801-PF03801 ; PF03801-PF18077 ; PF18077-PF03801,-,1.0,PPI-DDI
10403,NDC80,8676,STX11,-,-,1.0,PPI
10403,NDC80,4751,NEK2,-,-,1.0,PPI
10403,NDC80,988,CDC5L,-,-,1.0,PPI
10403,NDC80,147700,KLC3,-,-,1.0,PPI
1409,CRYAA,1409,CRYAA,PF00525-PF00525 ; PF00525-PF00011 ; PF00011-PF00525 ; PF00011-PF00011,-,1.0,PPI-DDI
1409,CRYAA,3315,HSPB1,PF00525-PF00011 ; PF00011-PF00011,-,1.0,PPI-DDI
1409,CRYAA,3316,HSPB2,PF00525-PF00011 ; PF00011-PF00011,-,1.0,PPI-DDI
22821,RASA3,2773,GNAI3,-,-,1.0,PPI
100506164,HSFX1,55699,IARS2,-,-,1.0,PPI
100506164,HSFX1,100130086,HSFX2,PF00447-PF00447,-,1.0,PPI-DDI
6456,SH3GL2,8728,ADAM19,-,-,1.0,PPI
6456,SH3GL2,25975,EGFL6,-,-,1.0,PPI
6456,SH3GL2,7123,CLEC3B,-,-,1.0,PPI
6456,SH3GL2,6456,SH3GL2,PF03114-PF03114 ; PF07653-PF07653,-,1.0,PPI-DDI
6456,SH3GL2,6455,SH3GL1,PF03114-PF03114 ; PF03114-PF00018 ; PF07653-PF00018,-,1.0,PPI-DDI
6456,SH3GL2,867,CBL,-,-,1.0,PPI
552900,BOLA2,8353,H3C6,-,-,1.0,PPI
552900,BOLA2,10614,HEXIM1,-,-,1.0,PPI
5191,PEX7,55170,PRMT6,-,-,1.0,PPI
5191,PEX7,7411,VBP1,-,-,1.0,PPI
9532,BAG2,6491,STIL,-,-,1.0,PPI
9532,BAG2,54101,RIPK4,-,-,1.0,PPI
9532,BAG2,64795,RMND5A,-,-,1.0,PPI
9532,BAG2,9532,BAG2,-,-,1.0,PPI
9532,BAG2,23235,SIK2,-,-,1.0,PPI
9532,BAG2,6615,SNAI1,-,-,1.0,PPI
9532,BAG2,132884,EVC2,-,-,1.0,PPI
9532,BAG2,23532,PRAME,-,-,1.0,PPI
9532,BAG2,5071,PRKN,-,-,1.0,PPI
9532,BAG2,6657,SOX2,-,-,1.0,PPI
9532,BAG2,7283,TUBG1,-,-,1.0,PPI
9532,BAG2,6118,RPA2,-,-,1.0,PPI
92104,TTC30A,150737,TTC30B,-,-,1.0,PPI
92104,TTC30A,127733,UBXN10,-,-,1.0,PPI
93649,MYOCD,4654,MYOD1,-,-,1.0,PPI
6374,CXCL5,4318,MMP9,-,-,1.0,PPI
26523,AGO1,10614,HEXIM1,-,-,1.0,PPI
6785,ELOVL4,6785,ELOVL4,PF01151-PF01151,-,1.0,PPI-DDI
894,CCND2,1027,CDKN1B,PF00134-PF02234,-,1.0,PPI-DDI
894,CCND2,29950,SERTAD1,-,-,1.0,PPI
894,CCND2,3301,DNAJA1,-,-,1.0,PPI
894,CCND2,5071,PRKN,-,-,1.0,PPI
894,CCND2,4217,MAP3K5,PF02984-PF00069 ; PF00134-PF00069,-,1.0,PPI-DDI
894,CCND2,894,CCND2,PF02984-PF02984 ; PF02984-PF00134 ; PF00134-PF02984 ; PF00134-PF00134,-,1.0,PPI-DDI
894,CCND2,56159,TEX11,-,-,1.0,PPI
894,CCND2,3315,HSPB1,-,-,1.0,PPI
894,CCND2,439,GET3,-,-,1.0,PPI
894,CCND2,3305,HSPA1L,PF00134-PF00012,-,1.0,PPI-DDI
139599,MAGEE2,988,CDC5L,-,-,1.0,PPI
83855,KLF16,2033,EP300,PF00096-PF00439,-,1.0,PPI-DDI
83855,KLF16,10163,WASF2,-,-,1.0,PPI
142680,SLC34A3,6640,SNTA1,-,-,1.0,PPI
4715,NDUFB9,133121,ENPP6,-,-,1.0,PPI
4715,NDUFB9,2523,FUT1,-,-,1.0,PPI
4715,NDUFB9,55454,CSGALNACT2,-,-,1.0,PPI
4715,NDUFB9,4713,NDUFB7,-,-,1.0,PPI
4715,NDUFB9,3305,HSPA1L,-,-,1.0,PPI
6879,TAF7,6877,TAF5,-,-,1.0,PPI
6879,TAF7,4893,NRAS,-,-,1.0,PPI
6879,TAF7,123169,LEO1,-,-,1.0,PPI
6879,TAF7,81631,MAP1LC3B,-,-,1.0,PPI
6879,TAF7,51616,TAF9B,-,-,1.0,PPI
6879,TAF7,83860,TAF3,-,-,1.0,PPI
440093,H3-5,55170,PRMT6,-,-,1.0,PPI
440093,H3-5,3832,KIF11,-,-,1.0,PPI
440093,H3-5,6615,SNAI1,PF00125-PF00096,-,1.0,PPI-DDI
9882,TBC1D4,154141,MBOAT1,-,-,1.0,PPI
146852,ODF4,479,ATP12A,-,-,1.0,PPI
1558,CYP2C8,10857,PGRMC1,-,-,1.0,PPI
1558,CYP2C8,1558,CYP2C8,PF00067-PF00067,-,1.0,PPI-DDI
4352,MPL,8651,SOCS1,PF00041-PF00017,-,1.0,PPI-DDI
3012,H2AC8,6647,SOD1,-,-,1.0,PPI
140460,ASB7,81572,PDRG1,-,-,1.0,PPI
387032,ZKSCAN4,387032,ZKSCAN4,PF00096-PF00096 ; PF00096-PF01352 ; PF02023-PF02023 ; PF02023-PF01352 ; PF01352-PF00096 ; PF01352-PF02023,-,1.0,PPI-DDI
387032,ZKSCAN4,84547,PGBD1,PF02023-PF02023 ; PF01352-PF02023,-,1.0,PPI-DDI
387032,ZKSCAN4,56925,LXN,-,-,1.0,PPI
387032,ZKSCAN4,8339,H2BC8,PF00096-PF00125,-,1.0,PPI-DDI
387032,ZKSCAN4,342945,ZSCAN22,PF00096-PF00096 ; PF02023-PF02023 ; PF01352-PF00096 ; PF01352-PF02023,-,1.0,PPI-DDI
3043,HBB,57613,FAM234B,-,-,1.0,PPI
3043,HBB,3039,HBA1,PF00042-PF00042,-,1.0,PPI-DDI
3043,HBB,144195,SLC2A14,-,-,1.0,PPI
3127,HLA-DRB5,3122,HLA-DRA,PF00969-PF00993 ; PF00969-PF07654 ; PF07654-PF00993 ; PF07654-PF07654,-,1.0,PPI-DDI
7140,TNNT3,11165,NUDT3,-,-,1.0,PPI
7140,TNNT3,7140,TNNT3,PF00992-PF00992,-,1.0,PPI-DDI
26507,CNNM1,79908,BTNL8,-,PF00571-PF07686,0.0,PPI-DDI
26507,CNNM1,56137,PCDHA12,-,-,1.0,PPI
26507,CNNM1,11041,B4GAT1,-,-,1.0,PPI
26507,CNNM1,55754,TMEM30A,-,-,1.0,PPI
64949,MRPS26,23144,ZC3H3,-,-,1.0,PPI
64949,MRPS26,84078,KBTBD7,-,-,1.0,PPI
64949,MRPS26,10614,HEXIM1,-,-,1.0,PPI
64949,MRPS26,6657,SOX2,-,-,1.0,PPI
8321,FZD1,89780,WNT3A,PF01392-PF00110,-,1.0,PPI-DDI
3791,KDR,1439,CSF2RB,PF00047-PF09240,-,1.0,PPI-DDI
3791,KDR,7532,YWHAG,-,-,1.0,PPI
3791,KDR,867,CBL,-,-,1.0,PPI
3791,KDR,3791,KDR,PF07714-PF07714 ; PF00047-PF00047 ; PF00047-PF13927 ; PF00047-PF07679 ; PF17988-PF17988 ; PF13927-PF00047 ; PF13927-PF13927 ; PF13927-PF07679 ; PF07679-PF00047 ; PF07679-PF13927 ; PF07679-PF07679,-,1.0,PPI-DDI
147,ADRA1B,147,ADRA1B,PF00001-PF00001,-,1.0,PPI-DDI
147,ADRA1B,4893,NRAS,-,-,1.0,PPI
80301,PLEKHO2,56254,RNF20,-,-,1.0,PPI
10857,PGRMC1,6118,RPA2,-,-,1.0,PPI
10857,PGRMC1,4543,MTNR1A,-,-,1.0,PPI
10857,PGRMC1,2740,GLP1R,-,-,1.0,PPI
10857,PGRMC1,154,ADRB2,-,-,1.0,PPI
10857,PGRMC1,83987,CCDC8,-,-,1.0,PPI
84171,LOXL4,9319,TRIP13,-,-,1.0,PPI
84171,LOXL4,22928,SEPHS2,-,-,1.0,PPI
