Protein 1,Protein 1 name,Protein 2,Protein 2 name,Retained DDIs,Lost DDIs,Score,Source of the interaction
114824,PNMA5,55633,TBC1D22B,-,-,1.0,PPI
114824,PNMA5,1069,CETN2,-,-,1.0,PPI
114824,PNMA5,114824,PNMA5,-,-,1.0,PPI
3188,HNRNPH2,3188,HNRNPH2,PF00076-PF00076 ; PF00076-PF08080 ; PF08080-PF00076,-,1.0,PPI-DDI
3188,HNRNPH2,3181,HNRNPA2B1,PF00076-PF00076 ; PF08080-PF00076,-,1.0,PPI-DDI
3188,HNRNPH2,55170,PRMT6,-,-,1.0,PPI
3188,HNRNPH2,25932,CLIC4,-,-,1.0,PPI
3188,HNRNPH2,10949,HNRNPA0,PF00076-PF00076 ; PF08080-PF00076,-,1.0,PPI-DDI
3188,HNRNPH2,144983,HNRNPA1L2,PF00076-PF00076 ; PF08080-PF00076,-,1.0,PPI-DDI
3188,HNRNPH2,10614,HEXIM1,-,-,1.0,PPI
3188,HNRNPH2,55699,IARS2,-,-,1.0,PPI
3188,HNRNPH2,3315,HSPB1,-,-,1.0,PPI
6118,RPA2,6928,HNF1B,-,-,1.0,PPI
6118,RPA2,10857,PGRMC1,-,-,1.0,PPI
6118,RPA2,10949,HNRNPA0,-,-,1.0,PPI
6118,RPA2,9532,BAG2,-,-,1.0,PPI
6118,RPA2,29978,UBQLN2,-,-,1.0,PPI
6118,RPA2,22974,TPX2,-,-,1.0,PPI
6118,RPA2,54915,YTHDF1,-,-,1.0,PPI
6118,RPA2,55133,SRBD1,-,-,1.0,PPI
6118,RPA2,22803,XRN2,-,-,1.0,PPI
6118,RPA2,1069,CETN2,-,-,1.0,PPI
6118,RPA2,25929,GEMIN5,-,-,1.0,PPI
6118,RPA2,3315,HSPB1,-,-,1.0,PPI
6118,RPA2,6193,RPS5,-,-,1.0,PPI
6118,RPA2,151636,DTX3L,-,-,1.0,PPI
6118,RPA2,6142,RPL18A,-,-,1.0,PPI
6118,RPA2,24148,PRPF6,-,-,1.0,PPI
6118,RPA2,7280,TUBB2A,-,-,1.0,PPI
6118,RPA2,7879,RAB7A,-,-,1.0,PPI
6118,RPA2,11187,PKP3,-,-,1.0,PPI
6118,RPA2,5814,PURB,-,-,1.0,PPI
6118,RPA2,140801,RPL10L,-,-,1.0,PPI
6118,RPA2,343069,HNRNPCL1,-,-,1.0,PPI
6118,RPA2,122011,CSNK1A1L,-,-,1.0,PPI
6118,RPA2,6615,SNAI1,-,-,1.0,PPI
6118,RPA2,10383,TUBB4B,-,-,1.0,PPI
6118,RPA2,988,CDC5L,-,-,1.0,PPI
6118,RPA2,4082,MARCKS,-,-,1.0,PPI
6118,RPA2,3181,HNRNPA2B1,-,-,1.0,PPI
6118,RPA2,383,ARG1,-,-,1.0,PPI
6118,RPA2,9126,SMC3,-,-,1.0,PPI
6118,RPA2,8894,EIF2S2,-,-,1.0,PPI
4543,MTNR1A,154467,CCDC167,-,-,1.0,PPI
4543,MTNR1A,10857,PGRMC1,-,-,1.0,PPI
4543,MTNR1A,10130,PDIA6,PF00001-PF00085,-,1.0,PPI-DDI
4543,MTNR1A,10949,HNRNPA0,-,-,1.0,PPI
4543,MTNR1A,1937,EEF1G,-,-,1.0,PPI
4543,MTNR1A,56851,EMC7,-,-,1.0,PPI
4543,MTNR1A,8471,AL035425.3,-,-,1.0,PPI
4543,MTNR1A,57459,GATAD2B,-,-,1.0,PPI
4543,MTNR1A,6664,SOX11,-,-,1.0,PPI
4543,MTNR1A,8263,F8A1,-,-,1.0,PPI
4543,MTNR1A,339761,CYP27C1,-,-,1.0,PPI
4543,MTNR1A,5879,RAC1,-,-,1.0,PPI
4543,MTNR1A,5806,PTX3,-,-,1.0,PPI
4543,MTNR1A,266812,NAP1L5,-,-,1.0,PPI
4543,MTNR1A,7779,SLC30A1,-,-,1.0,PPI
4543,MTNR1A,28978,TMEM14A,-,-,1.0,PPI
4543,MTNR1A,429,ASCL1,-,-,1.0,PPI
4543,MTNR1A,2773,GNAI3,PF00001-PF00503,-,1.0,PPI-DDI
116362,RBP7,84941,HSH2D,-,-,1.0,PPI
253738,EBF3,3725,JUN,-,-,1.0,PPI
3357,HTR2B,6640,SNTA1,PF00001-PF00595,-,1.0,PPI-DDI
3357,HTR2B,185,AGTR1,PF00001-PF00001,-,1.0,PPI-DDI
56889,TM9SF3,2302,FOXJ1,-,-,1.0,PPI
56889,TM9SF3,154,ADRB2,-,-,1.0,PPI
169714,QSOX2,116254,GINM1,-,-,1.0,PPI
5266,PI3,4014,LOR,-,-,1.0,PPI
10928,RALBP1,79571,GCC1,-,-,1.0,PPI
10928,RALBP1,5879,RAC1,PF00620-PF00071,-,1.0,PPI-DDI
10928,RALBP1,8030,CCDC6,-,-,1.0,PPI
10928,RALBP1,127703,C1orf216,-,-,1.0,PPI
10928,RALBP1,3725,JUN,-,-,1.0,PPI
10928,RALBP1,58480,RHOU,PF00620-PF00071,-,1.0,PPI-DDI
3559,IL2RA,6640,SNTA1,-,-,1.0,PPI
3559,IL2RA,3559,IL2RA,PF00084-PF00084,-,1.0,PPI-DDI
80311,KLHL15,80311,KLHL15,PF00651-PF00651 ; PF00651-PF07707 ; PF01344-PF01344 ; PF07707-PF00651,-,1.0,PPI-DDI
80311,KLHL15,284119,CAVIN1,-,-,1.0,PPI
3239,HOXD13,2294,FOXF1,PF00046-PF00250,-,1.0,PPI-DDI
3239,HOXD13,94234,FOXQ1,PF00046-PF00250,-,1.0,PPI-DDI
3239,HOXD13,2304,FOXE1,PF00046-PF00250,-,1.0,PPI-DDI
3239,HOXD13,3598,IL13RA2,-,-,1.0,PPI
3239,HOXD13,2290,FOXG1,PF00046-PF00250,-,1.0,PPI-DDI
3239,HOXD13,3725,JUN,-,-,1.0,PPI
3239,HOXD13,51146,A4GNT,-,-,1.0,PPI
2697,GJA1,11041,B4GAT1,-,-,1.0,PPI
2697,GJA1,2700,GJA3,PF00029-PF00029,-,1.0,PPI-DDI
2697,GJA1,4893,NRAS,-,-,1.0,PPI
2697,GJA1,2697,GJA1,PF00029-PF00029,-,1.0,PPI-DDI
2697,GJA1,221074,SLC39A12,-,-,1.0,PPI
60493,FASTKD5,4887,NPY2R,-,-,1.0,PPI
60493,FASTKD5,3656,IRAK2,-,-,1.0,PPI
60493,FASTKD5,11007,CCDC85B,-,-,1.0,PPI
60493,FASTKD5,7283,TUBG1,-,-,1.0,PPI
54763,ROPN1,79165,LENG1,-,-,1.0,PPI
54763,ROPN1,11001,SLC27A2,-,-,1.0,PPI
54763,ROPN1,29950,SERTAD1,-,-,1.0,PPI
54763,ROPN1,54763,ROPN1,-,-,1.0,PPI
54763,ROPN1,27238,GPKOW,-,-,1.0,PPI
54763,ROPN1,5577,PRKAR2B,-,-,1.0,PPI
29777,ABT1,266812,NAP1L5,-,-,1.0,PPI
11063,SOX30,2773,GNAI3,-,-,1.0,PPI
11063,SOX30,154313,CFAP206,-,-,1.0,PPI
11063,SOX30,11165,NUDT3,-,-,1.0,PPI
134353,LSM11,25929,GEMIN5,-,-,1.0,PPI
1439,CSF2RB,8651,SOCS1,-,-,1.0,PPI
1439,CSF2RB,1439,CSF2RB,PF09294-PF09294 ; PF09294-PF09240 ; PF09240-PF09294 ; PF09240-PF09240,-,1.0,PPI-DDI
1439,CSF2RB,3791,KDR,PF09240-PF00047,-,1.0,PPI-DDI
6728,SRP19,10614,HEXIM1,-,-,1.0,PPI
6728,SRP19,123169,LEO1,-,-,1.0,PPI
6728,SRP19,6728,SRP19,PF01922-PF01922,-,1.0,PPI-DDI
6728,SRP19,439,GET3,-,-,1.0,PPI
6728,SRP19,6647,SOD1,-,-,1.0,PPI
4332,MNDA,55170,PRMT6,-,-,1.0,PPI
10949,HNRNPA0,4824,NKX3-1,PF00076-PF00046,-,1.0,PPI-DDI
10949,HNRNPA0,10614,HEXIM1,-,-,1.0,PPI
10949,HNRNPA0,83987,CCDC8,-,-,1.0,PPI
10949,HNRNPA0,1938,EEF2,-,-,1.0,PPI
279,AMY2A,3872,KRT17,-,-,1.0,PPI
279,AMY2A,51499,TRIAP1,-,-,1.0,PPI
5896,RAG1,8338,H2AC20,PF00097-PF00125,-,1.0,PPI-DDI
5896,RAG1,5896,RAG1,PF10426-PF12560 ; PF00097-PF00097 ; PF00097-PF12560 ; PF12940-PF12940 ; PF12560-PF10426 ; PF12560-PF00097,-,1.0,PPI-DDI
5896,RAG1,8349,H2BC21,PF00097-PF00125,-,1.0,PPI-DDI
3233,HOXD4,2033,EP300,-,-,1.0,PPI
3233,HOXD4,6615,SNAI1,PF00046-PF00096,-,1.0,PPI-DDI
388698,FLG2,4751,NEK2,-,-,1.0,PPI
388698,FLG2,3872,KRT17,-,-,1.0,PPI
388698,FLG2,3759,KCNJ2,-,-,1.0,PPI
57182,ANKRD50,4893,NRAS,PF13637-PF00071 ; PF12796-PF00071,-,1.0,PPI-DDI
83942,TSSK1B,3310,HSPA6,PF00069-PF00012,-,1.0,PPI-DDI
83942,TSSK1B,79866,BORA,-,-,1.0,PPI
8294,H4C9,2033,EP300,PF15511-PF08214,-,1.0,PPI-DDI
9724,UTP14C,56159,TEX11,-,-,1.0,PPI
3725,JUN,2516,NR5A1,-,-,1.0,PPI
3725,JUN,5449,POU1F1,-,-,1.0,PPI
3725,JUN,6689,SPIB,-,PF00170-PF00178,0.0,PPI-DDI
3725,JUN,1050,CEBPA,PF00170-PF07716,-,1.0,PPI-DDI
3725,JUN,1051,CEBPB,PF00170-PF07716,-,1.0,PPI-DDI
3725,JUN,2063,NR2F6,-,-,1.0,PPI
3725,JUN,7290,HIRA,-,-,1.0,PPI
3725,JUN,2033,EP300,PF00170-PF00439,-,1.0,PPI-DDI
3725,JUN,3725,JUN,PF00170-PF00170,-,1.0,PPI-DDI
3725,JUN,6775,STAT4,-,-,1.0,PPI
3725,JUN,2961,GTF2E2,-,-,1.0,PPI
3725,JUN,1053,CEBPE,PF00170-PF07716,-,1.0,PPI-DDI
3725,JUN,10143,CLEC3A,-,-,1.0,PPI
3725,JUN,11339,OIP5,-,-,1.0,PPI
3725,JUN,284119,CAVIN1,-,-,1.0,PPI
3725,JUN,6657,SOX2,-,-,1.0,PPI
3725,JUN,25920,NELFB,-,-,1.0,PPI
1392,CRH,6237,RRAS,-,-,1.0,PPI
1392,CRH,1395,CRHR2,PF00473-PF02793,-,1.0,PPI-DDI
158401,SHOC1,56159,TEX11,-,-,1.0,PPI
83729,INHBE,10584,COLEC10,-,-,1.0,PPI
974,CD79B,23333,DPY19L1,-,-,1.0,PPI
974,CD79B,57216,VANGL2,-,-,1.0,PPI
974,CD79B,79669,C3orf52,-,-,1.0,PPI
974,CD79B,51439,FAM8A1,-,-,1.0,PPI
974,CD79B,54101,RIPK4,PF07686-PF13637 ; PF07686-PF00069,-,1.0,PPI-DDI
974,CD79B,93,ACVR2B,PF07686-PF00069 ; PF07686-PF01064,-,1.0,PPI-DDI
974,CD79B,9917,FAM20B,-,-,1.0,PPI
974,CD79B,80789,INTS5,-,-,1.0,PPI
11007,CCDC85B,157773,C8orf48,-,-,1.0,PPI
11007,CCDC85B,80125,CCDC33,-,-,1.0,PPI
11007,CCDC85B,79666,PLEKHF2,-,-,1.0,PPI
11007,CCDC85B,79571,GCC1,-,-,1.0,PPI
11007,CCDC85B,149371,EXOC8,-,-,1.0,PPI
11007,CCDC85B,9182,RASSF9,-,-,1.0,PPI
11007,CCDC85B,23270,TSPYL4,-,-,1.0,PPI
11007,CCDC85B,3872,KRT17,-,-,1.0,PPI
11007,CCDC85B,358,AQP1,-,-,1.0,PPI
11007,CCDC85B,7718,ZNF165,-,-,1.0,PPI
3050,HBZ,4893,NRAS,-,-,1.0,PPI
55609,ZNF280C,84984,CEP19,-,-,1.0,PPI
83851,SYT16,83851,SYT16,PF00168-PF00168,-,1.0,PPI-DDI
83851,SYT16,11187,PKP3,-,-,1.0,PPI
190,NR0B1,2516,NR5A1,PF00104-PF00104 ; PF00104-PF00105,-,1.0,PPI-DDI
190,NR0B1,5241,PGR,PF00104-PF00105 ; PF00104-PF00104,-,1.0,PPI-DDI
388951,TSPYL6,84078,KBTBD7,-,-,1.0,PPI
388951,TSPYL6,81027,TUBB1,-,-,1.0,PPI
388951,TSPYL6,9778,KIAA0232,-,-,1.0,PPI
1667,DEFA1,9394,HS6ST1,-,-,1.0,PPI
1667,DEFA1,5534,PPP3R1,-,-,1.0,PPI
1667,DEFA1,26002,MOXD1,-,-,1.0,PPI
1667,DEFA1,10695,CNPY3,-,-,1.0,PPI
1667,DEFA1,1938,EEF2,-,-,1.0,PPI
1667,DEFA1,84279,PRADC1,-,-,1.0,PPI
155382,VPS37D,55165,CEP55,-,-,1.0,PPI
28958,COA3,28958,COA3,-,-,1.0,PPI
846,CASR,5582,PRKCG,PF01094-PF00069,-,1.0,PPI-DDI
846,CASR,846,CASR,PF00003-PF00003 ; PF00003-PF07562 ; PF07562-PF00003 ; PF07562-PF07562 ; PF07562-PF01094 ; PF01094-PF07562 ; PF01094-PF01094,-,1.0,PPI-DDI
94031,HTRA3,10614,HEXIM1,-,-,1.0,PPI
55329,MNS1,55329,MNS1,-,-,1.0,PPI
4694,NDUFA1,84675,TRIM55,-,-,1.0,PPI
3832,KIF11,6615,SNAI1,-,-,1.0,PPI
3832,KIF11,54785,BORCS6,-,-,1.0,PPI
3832,KIF11,3832,KIF11,PF00225-PF00225,-,1.0,PPI-DDI
3832,KIF11,440093,H3-5,-,-,1.0,PPI
3832,KIF11,29978,UBQLN2,-,-,1.0,PPI
3832,KIF11,205327,C2orf69,-,-,1.0,PPI
3832,KIF11,56254,RNF20,-,-,1.0,PPI
3832,KIF11,988,CDC5L,-,-,1.0,PPI
3832,KIF11,1069,CETN2,-,-,1.0,PPI
3832,KIF11,26353,HSPB8,-,-,1.0,PPI
3832,KIF11,55361,PI4K2A,-,-,1.0,PPI
3832,KIF11,3020,H3-3A,-,-,1.0,PPI
3832,KIF11,54145,H2BS1,-,-,1.0,PPI
7857,SCG2,10383,TUBB4B,-,-,1.0,PPI
10929,SRSF8,5305,PIP4K2A,-,-,1.0,PPI
10929,SRSF8,56001,NXF2,PF00076-PF02136,-,1.0,PPI-DDI
10929,SRSF8,2810,SFN,-,-,1.0,PPI
84816,RTN4IP1,10614,HEXIM1,-,-,1.0,PPI
84816,RTN4IP1,54534,MRPL50,-,-,1.0,PPI
10695,CNPY3,1101,CHAD,-,-,1.0,PPI
10695,CNPY3,55631,LRRC40,-,-,1.0,PPI
10695,CNPY3,158038,LINGO2,-,-,1.0,PPI
10695,CNPY3,114990,VASN,-,-,1.0,PPI
6877,TAF5,6659,SOX4,PF00400-PF00505,-,1.0,PPI-DDI
6877,TAF5,6879,TAF7,-,-,1.0,PPI
6877,TAF5,83860,TAF3,PF00400-PF07524 ; PF00400-PF00628,-,1.0,PPI-DDI
6877,TAF5,138474,TAF1L,PF00400-PF00439,-,1.0,PPI-DDI
6877,TAF5,51616,TAF9B,PF04494-PF02291 ; PF00400-PF02291,-,1.0,PPI-DDI
8161,COIL,79571,GCC1,-,-,1.0,PPI
8161,COIL,8161,COIL,-,-,1.0,PPI
8161,COIL,51224,ELOA2,-,-,1.0,PPI
8161,COIL,51309,ARMCX1,-,-,1.0,PPI
23052,ENDOD1,3598,IL13RA2,-,-,1.0,PPI
5582,PRKCG,7532,YWHAG,PF00069-PF00244,-,1.0,PPI-DDI
388646,GBP7,163351,GBP6,PF02263-PF02263 ; PF02263-PF02841 ; PF02841-PF02263 ; PF02841-PF02841,-,1.0,PPI-DDI
64425,POLR1E,84078,KBTBD7,-,-,1.0,PPI
64425,POLR1E,9533,POLR1C,PF06870-PF01193,-,1.0,PPI-DDI
64425,POLR1E,1050,CEBPA,-,-,1.0,PPI
3053,SERPIND1,2147,F2,PF00079-PF00089 ; PF00079-PF00051,-,1.0,PPI-DDI
8321,FZD1,89780,WNT3A,PF01392-PF00110,-,1.0,PPI-DDI
4118,MAL,85027,SMIM3,-,-,1.0,PPI
8340,H2BC13,10614,HEXIM1,-,-,1.0,PPI
8340,H2BC13,26747,NUFIP1,-,-,1.0,PPI
78990,OTUB2,84675,TRIM55,-,-,1.0,PPI
25973,PARS2,94086,HSPB9,-,-,1.0,PPI
25973,PARS2,5563,PRKAA2,-,-,1.0,PPI
85027,SMIM3,9240,PNMA1,-,-,1.0,PPI
7380,UPK3A,7348,UPK1B,-,-,1.0,PPI
9805,SCRN1,90353,CTU1,-,-,1.0,PPI
100506164,HSFX1,100130086,HSFX2,PF00447-PF00447,-,1.0,PPI-DDI
100506164,HSFX1,55699,IARS2,-,-,1.0,PPI
79643,CHMP6,128866,CHMP4B,PF03357-PF03357,-,1.0,PPI-DDI
79643,CHMP6,83987,CCDC8,-,-,1.0,PPI
79643,CHMP6,4893,NRAS,-,-,1.0,PPI
9935,MAFB,9935,MAFB,PF03131-PF03131,-,1.0,PPI-DDI
54821,ERCC6L,988,CDC5L,-,-,1.0,PPI
54821,ERCC6L,4893,NRAS,-,-,1.0,PPI
3162,HMOX1,56134,PCDHAC2,-,-,1.0,PPI
3162,HMOX1,4893,NRAS,-,-,1.0,PPI
3162,HMOX1,55633,TBC1D22B,-,-,1.0,PPI
3162,HMOX1,3162,HMOX1,PF01126-PF01126,-,1.0,PPI-DDI
27304,MOCS3,9111,NMI,-,-,1.0,PPI
27304,MOCS3,221421,RSPH9,-,-,1.0,PPI
27304,MOCS3,22803,XRN2,-,-,1.0,PPI
27304,MOCS3,3310,HSPA6,-,-,1.0,PPI
1670,DEFA5,10882,C1QL1,-,-,1.0,PPI
1670,DEFA5,9394,HS6ST1,-,-,1.0,PPI
1670,DEFA5,341640,FREM2,-,-,1.0,PPI
1670,DEFA5,390916,NUDT19,-,-,1.0,PPI
1670,DEFA5,84279,PRADC1,-,-,1.0,PPI
81285,OR51E2,391123,VSIG8,-,-,1.0,PPI
81285,OR51E2,810,CALML3,-,-,1.0,PPI
24148,PRPF6,24148,PRPF6,PF14559-PF14559 ; PF06424-PF06424 ; PF13181-PF13181,-,1.0,PPI-DDI
24148,PRPF6,83987,CCDC8,-,-,1.0,PPI
24148,PRPF6,10614,HEXIM1,-,-,1.0,PPI
24148,PRPF6,5071,PRKN,-,-,1.0,PPI
24148,PRPF6,988,CDC5L,-,-,1.0,PPI
24148,PRPF6,57456,KIAA1143,-,-,1.0,PPI
24148,PRPF6,741,ZNHIT2,-,-,1.0,PPI
24148,PRPF6,6615,SNAI1,-,-,1.0,PPI
9119,KRT75,10614,HEXIM1,-,-,1.0,PPI
26508,HEYL,7805,LAPTM5,-,-,1.0,PPI
26508,HEYL,57473,ZNF512B,-,-,1.0,PPI
116254,GINM1,2056,EPO,-,-,1.0,PPI
116254,GINM1,93,ACVR2B,-,-,1.0,PPI
116254,GINM1,57613,FAM234B,-,-,1.0,PPI
116254,GINM1,9334,B4GALT5,-,-,1.0,PPI
116254,GINM1,55454,CSGALNACT2,-,-,1.0,PPI
1027,CDKN1B,5689,PSMB1,-,-,1.0,PPI
1027,CDKN1B,1164,CKS2,-,-,1.0,PPI
1027,CDKN1B,23633,KPNA6,-,-,1.0,PPI
1027,CDKN1B,894,CCND2,PF02234-PF00134,-,1.0,PPI-DDI
1027,CDKN1B,8900,CCNA1,PF02234-PF00134,-,1.0,PPI-DDI
340359,KLHL38,4893,NRAS,-,-,1.0,PPI
340359,KLHL38,4105,MAGEA6,-,-,1.0,PPI
340359,KLHL38,4223,MEOX2,-,-,1.0,PPI
340359,KLHL38,3846,KRTAP5-9,-,-,1.0,PPI
54931,TRMT10C,10614,HEXIM1,-,-,1.0,PPI
54931,TRMT10C,6615,SNAI1,-,-,1.0,PPI
54931,TRMT10C,51142,CHCHD2,-,-,1.0,PPI
54931,TRMT10C,8651,SOCS1,-,-,1.0,PPI
27258,LSM3,22803,XRN2,-,-,1.0,PPI
27258,LSM3,25932,CLIC4,-,-,1.0,PPI
27258,LSM3,3315,HSPB1,-,-,1.0,PPI
27258,LSM3,1979,EIF4EBP2,-,-,1.0,PPI
27258,LSM3,84967,LSM10,PF01423-PF01423,-,1.0,PPI-DDI
27258,LSM3,6657,SOX2,-,-,1.0,PPI
4607,MYBPC3,3316,HSPB2,-,-,1.0,PPI
4607,MYBPC3,84675,TRIM55,-,-,1.0,PPI
64127,NOD2,128866,CHMP4B,-,-,1.0,PPI
64127,NOD2,5071,PRKN,PF00619-PF00240,-,1.0,PPI-DDI
64127,NOD2,64127,NOD2,PF17776-PF17779 ; PF17776-PF05729 ; PF00619-PF00619 ; PF17779-PF17776 ; PF17779-PF05729 ; PF13516-PF13516 ; PF05729-PF17776 ; PF05729-PF17779 ; PF05729-PF05729,-,1.0,PPI-DDI
64127,NOD2,7431,VIM,-,-,1.0,PPI
64127,NOD2,286343,LURAP1L,-,-,1.0,PPI
64127,NOD2,2590,GALNT2,-,-,1.0,PPI
64215,DNAJC1,4893,NRAS,-,-,1.0,PPI
112609,MRAP2,479,ATP12A,-,-,1.0,PPI
112609,MRAP2,93,ACVR2B,-,-,1.0,PPI
112609,MRAP2,1969,EPHA2,-,-,1.0,PPI
27153,ZNF777,23071,ERP44,-,-,1.0,PPI
7274,TTPA,4255,MGMT,-,-,1.0,PPI
185,AGTR1,479,ATP12A,-,-,1.0,PPI
25932,CLIC4,5689,PSMB1,-,-,1.0,PPI
25932,CLIC4,5695,PSMB7,-,-,1.0,PPI
25932,CLIC4,54102,CLIC6,PF13410-PF13410,-,1.0,PPI-DDI
138474,TAF1L,51616,TAF9B,PF00439-PF02291,-,1.0,PPI-DDI
2834,PRLHR,6640,SNTA1,PF00001-PF00595,-,1.0,PPI-DDI
6036,RNASE2,126006,PCP2,-,-,1.0,PPI
1158,CKM,3316,HSPB2,-,-,1.0,PPI
1158,CKM,84675,TRIM55,-,-,1.0,PPI
1158,CKM,29978,UBQLN2,-,-,1.0,PPI
1158,CKM,1969,EPHA2,-,-,1.0,PPI
1044,CDX1,84078,KBTBD7,-,-,1.0,PPI
1044,CDX1,57050,UTP3,-,-,1.0,PPI
1044,CDX1,89890,KBTBD6,-,-,1.0,PPI
1044,CDX1,7290,HIRA,PF00046-PF00400,-,1.0,PPI-DDI
1044,CDX1,440686,H3-2,-,-,1.0,PPI
1044,CDX1,1050,CEBPA,-,-,1.0,PPI
1044,CDX1,254048,UBN2,-,-,1.0,PPI
1044,CDX1,84811,BUD13,-,-,1.0,PPI
1044,CDX1,6657,SOX2,-,-,1.0,PPI
6248,RSC1A1,124220,ZG16B,-,-,1.0,PPI
5223,PGAM1,5224,PGAM2,PF00300-PF00300,-,1.0,PPI-DDI
5223,PGAM1,2171,FABP5,-,-,1.0,PPI
5223,PGAM1,379,ARL4D,-,-,1.0,PPI
5223,PGAM1,1050,CEBPA,-,-,1.0,PPI
5223,PGAM1,6647,SOD1,-,-,1.0,PPI
5223,PGAM1,26227,PHGDH,-,-,1.0,PPI
5223,PGAM1,7295,TXN,-,-,1.0,PPI
23270,TSPYL4,4675,NAP1L3,PF00956-PF00956,-,1.0,PPI-DDI
23270,TSPYL4,9240,PNMA1,-,-,1.0,PPI
23270,TSPYL4,266812,NAP1L5,PF00956-PF00956,-,1.0,PPI-DDI
358,AQP1,123722,FSD2,-,-,1.0,PPI
358,AQP1,85376,RIMBP3,-,-,1.0,PPI
358,AQP1,64651,CSRNP1,-,-,1.0,PPI
358,AQP1,22806,IKZF3,-,-,1.0,PPI
358,AQP1,358,AQP1,PF00230-PF00230,-,1.0,PPI-DDI
1829,DSG2,83987,CCDC8,-,-,1.0,PPI
1829,DSG2,51142,CHCHD2,-,-,1.0,PPI
1829,DSG2,154,ADRB2,-,-,1.0,PPI
1829,DSG2,4893,NRAS,-,-,1.0,PPI
1829,DSG2,11187,PKP3,PF00028-PF00514,-,1.0,PPI-DDI
1937,EEF1G,6647,SOD1,-,-,1.0,PPI
1937,EEF1G,29978,UBQLN2,-,-,1.0,PPI
1937,EEF1G,1937,EEF1G,PF00043-PF00043 ; PF00043-PF02798 ; PF02798-PF00043 ; PF02798-PF02798,-,1.0,PPI-DDI
1937,EEF1G,192670,AGO4,-,-,1.0,PPI
1937,EEF1G,83987,CCDC8,-,-,1.0,PPI
1937,EEF1G,10614,HEXIM1,-,-,1.0,PPI
1937,EEF1G,7532,YWHAG,-,-,1.0,PPI
1937,EEF1G,128866,CHMP4B,-,-,1.0,PPI
1937,EEF1G,2290,FOXG1,-,-,1.0,PPI
1937,EEF1G,11165,NUDT3,-,-,1.0,PPI
1937,EEF1G,2961,GTF2E2,-,-,1.0,PPI
1937,EEF1G,84675,TRIM55,-,-,1.0,PPI
1937,EEF1G,154,ADRB2,-,-,1.0,PPI
1937,EEF1G,10563,CXCL13,-,-,1.0,PPI
1937,EEF1G,3872,KRT17,-,-,1.0,PPI
168455,CCDC71L,8339,H2BC8,-,-,1.0,PPI
26191,PTPN22,919,CD247,PF00102-PF02189,-,1.0,PPI-DDI
26191,PTPN22,916,CD3E,PF00102-PF02189,-,1.0,PPI-DDI
26191,PTPN22,867,CBL,-,-,1.0,PPI
26191,PTPN22,3315,HSPB1,-,-,1.0,PPI
26191,PTPN22,26191,PTPN22,PF00102-PF00102,-,1.0,PPI-DDI
26191,PTPN22,2746,GLUD1,-,-,1.0,PPI
6455,SH3GL1,7431,VIM,-,-,1.0,PPI
6455,SH3GL1,6455,SH3GL1,PF03114-PF03114 ; PF03114-PF00018 ; PF00018-PF03114 ; PF00018-PF00018,-,1.0,PPI-DDI
6455,SH3GL1,27238,GPKOW,-,-,1.0,PPI
118738,ZNF488,85376,RIMBP3,-,-,1.0,PPI
51209,RAB9B,79983,POF1B,-,-,1.0,PPI
51209,RAB9B,3034,HAL,-,-,1.0,PPI
8900,CCNA1,5241,PGR,-,-,1.0,PPI
8900,CCNA1,5071,PRKN,-,-,1.0,PPI
