Gene 1 ID,Protein 1 name,Gene 2 ID,Protein 2 name,Retained DDIs,Lost DDIs,Score,Source of the interaction
ENSG00000080824,HSP90AA1,ENSG00000100324,TAB1,-,-,1.0,PPI
ENSG00000080824,HSP90AA1,ENSG00000100345,MYH9,-,-,1.0,PPI
ENSG00000080824,HSP90AA1,ENSG00000080824,HSP90AA1,PF02518-PF02518 ; PF02518-PF00183 ; PF00183-PF02518 ; PF00183-PF00183,-,1.0,PPI-DDI
ENSG00000080824,HSP90AA1,ENSG00000100316,RPL3,-,-,1.0,PPI
ENSG00000100304,TTLL12,ENSG00000101210,EEF1A2,-,-,1.0,PPI
ENSG00000075413,MARK3,ENSG00000075413,MARK3,PF02149-PF00627 ; PF02149-PF00069 ; PF00627-PF02149 ; PF00627-PF00627 ; PF00627-PF00069 ; PF00069-PF02149 ; PF00069-PF00627 ; PF00069-PF00069,-,1.0,PPI-DDI
ENSG00000101197,BIRC7,ENSG00000101197,BIRC7,PF00653-PF00653 ; PF00653-PF13920 ; PF13920-PF00653 ; PF13920-PF13920,-,1.0,PPI-DDI
ENSG00000101197,BIRC7,ENSG00000100324,TAB1,PF00653-PF00481,-,1.0,PPI-DDI
ENSG00000100292,HMOX1,ENSG00000100292,HMOX1,PF01126-PF01126,-,1.0,PPI-DDI
ENSG00000100629,CEP128,ENSG00000239900,ADSL,-,-,1.0,PPI
ENSG00000101292,PROKR2,ENSG00000101292,PROKR2,PF00001-PF00001,-,1.0,PPI-DDI
ENSG00000100554,ATP6V1D,ENSG00000101342,TLDC2,-,-,1.0,PPI
ENSG00000100353,EIF3D,ENSG00000100353,EIF3D,PF05091-PF05091,-,1.0,PPI-DDI
ENSG00000100522,GNPNAT1,ENSG00000100522,GNPNAT1,PF00583-PF00583,-,1.0,PPI-DDI
ENSG00000101213,PTK6,ENSG00000101213,PTK6,PF00018-PF00018,PF00018-PF00017 ; PF00018-PF07714 ; PF00017-PF00018 ; PF00017-PF00017 ; PF00017-PF07714 ; PF07714-PF00018 ; PF07714-PF00017 ; PF07714-PF07714,0.11,PPI-DDI
ENSG00000100749,VRK1,ENSG00000100749,VRK1,PF00069-PF00069,-,1.0,PPI-DDI
ENSG00000100316,RPL3,ENSG00000100316,RPL3,PF00297-PF00297,-,1.0,PPI-DDI
ENSG00000100316,RPL3,ENSG00000023608,SNAPC1,-,-,1.0,PPI
ENSG00000100253,MIOX,ENSG00000100253,MIOX,PF05153-PF05153,-,1.0,PPI-DDI
ENSG00000023608,SNAPC1,ENSG00000023608,SNAPC1,-,-,1.0,PPI
