Gene 1 ID,Protein 1 name,Gene 2 ID,Protein 2 name,Retained DDIs,Lost DDIs,Score,Source of the interaction
ENSG00000135900,MRPL44,ENSG00000118729,CASQ2,-,-,1.0,PPI
ENSG00000135900,MRPL44,ENSG00000105894,PTN,-,-,1.0,PPI
ENSG00000135900,MRPL44,ENSG00000136897,MRPL50,-,-,1.0,PPI
ENSG00000135900,MRPL44,ENSG00000026025,VIM,-,-,1.0,PPI
ENSG00000187566,NHLRC1,ENSG00000187566,NHLRC1,-,-,1.0,PPI
ENSG00000150630,VEGFC,ENSG00000150630,VEGFC,PF00341-PF00341,-,1.0,PPI-DDI
ENSG00000150630,VEGFC,ENSG00000128052,KDR,PF00341-PF00047 ; PF00341-PF13927,-,1.0,PPI-DDI
ENSG00000121454,LHX4,ENSG00000158195,WASF2,-,-,1.0,PPI
ENSG00000121454,LHX4,ENSG00000183918,SH2D1A,-,-,1.0,PPI
ENSG00000121454,LHX4,ENSG00000106153,CHCHD2,-,-,1.0,PPI
ENSG00000157240,FZD1,ENSG00000154342,WNT3A,PF01392-PF00110,-,1.0,PPI-DDI
ENSG00000170214,ADRA1B,ENSG00000170214,ADRA1B,PF00001-PF00001,-,1.0,PPI-DDI
ENSG00000170214,ADRA1B,ENSG00000213281,NRAS,-,-,1.0,PPI
ENSG00000136110,CNMD,ENSG00000196684,HSH2D,-,-,1.0,PPI
ENSG00000243480,AMY2A,ENSG00000128422,KRT17,-,-,1.0,PPI
ENSG00000243480,AMY2A,ENSG00000170855,TRIAP1,-,-,1.0,PPI
ENSG00000169826,CSGALNACT2,ENSG00000169515,CCDC8,-,-,1.0,PPI
ENSG00000169826,CSGALNACT2,ENSG00000147684,NDUFB9,-,-,1.0,PPI
ENSG00000169826,CSGALNACT2,ENSG00000108433,GOSR2,-,-,1.0,PPI
ENSG00000169826,CSGALNACT2,ENSG00000174951,FUT1,-,-,1.0,PPI
ENSG00000169826,CSGALNACT2,ENSG00000170385,SLC30A1,-,-,1.0,PPI
ENSG00000169826,CSGALNACT2,ENSG00000055211,GINM1,-,-,1.0,PPI
ENSG00000169826,CSGALNACT2,ENSG00000146453,PNLDC1,-,-,1.0,PPI
ENSG00000137161,CNPY3,ENSG00000168140,VASN,-,-,1.0,PPI
ENSG00000137161,CNPY3,ENSG00000066557,LRRC40,-,-,1.0,PPI
ENSG00000137161,CNPY3,ENSG00000174482,LINGO2,-,-,1.0,PPI
ENSG00000137161,CNPY3,ENSG00000206047,DEFA1,-,-,1.0,PPI
ENSG00000137161,CNPY3,ENSG00000136457,CHAD,-,-,1.0,PPI
ENSG00000169021,UQCRFS1,ENSG00000100097,LGALS1,-,-,1.0,PPI
ENSG00000169021,UQCRFS1,ENSG00000137124,ALDH1B1,-,-,1.0,PPI
ENSG00000169021,UQCRFS1,ENSG00000092621,PHGDH,-,-,1.0,PPI
ENSG00000129048,ACKR4,ENSG00000156234,CXCL13,PF00001-PF00048,-,1.0,PPI-DDI
ENSG00000129048,ACKR4,ENSG00000131142,CCL25,PF00001-PF00048,-,1.0,PPI-DDI
ENSG00000129048,ACKR4,ENSG00000137077,CCL21,PF00001-PF00048,-,1.0,PPI-DDI
ENSG00000129048,ACKR4,ENSG00000172724,CCL19,PF00001-PF00048,-,1.0,PPI-DDI
ENSG00000112208,BAG2,ENSG00000170145,SIK2,-,-,1.0,PPI
ENSG00000112208,BAG2,ENSG00000123473,STIL,-,-,1.0,PPI
ENSG00000112208,BAG2,ENSG00000124216,SNAI1,-,-,1.0,PPI
ENSG00000112208,BAG2,ENSG00000183421,RIPK4,-,-,1.0,PPI
ENSG00000112208,BAG2,ENSG00000181449,SOX2,-,-,1.0,PPI
ENSG00000112208,BAG2,ENSG00000185686,PRAME,-,-,1.0,PPI
ENSG00000112208,BAG2,ENSG00000131462,TUBG1,-,-,1.0,PPI
ENSG00000112208,BAG2,ENSG00000173040,EVC2,-,-,1.0,PPI
ENSG00000112208,BAG2,ENSG00000112208,BAG2,-,-,1.0,PPI
ENSG00000112208,BAG2,ENSG00000185345,PRKN,-,-,1.0,PPI
ENSG00000112208,BAG2,ENSG00000117748,RPA2,-,-,1.0,PPI
ENSG00000112208,BAG2,ENSG00000153561,RMND5A,-,-,1.0,PPI
ENSG00000123609,NMI,ENSG00000184897,H1-10,-,-,1.0,PPI
ENSG00000123609,NMI,ENSG00000163602,RYBP,-,-,1.0,PPI
ENSG00000123609,NMI,ENSG00000134323,MYCN,-,-,1.0,PPI
ENSG00000123609,NMI,ENSG00000123609,NMI,-,-,1.0,PPI
ENSG00000123609,NMI,ENSG00000136155,SCEL,-,-,1.0,PPI
ENSG00000123609,NMI,ENSG00000152086,TUBA3E,-,-,1.0,PPI
ENSG00000123609,NMI,ENSG00000124217,MOCS3,-,-,1.0,PPI
ENSG00000123609,NMI,ENSG00000142686,C1orf216,-,-,1.0,PPI
ENSG00000123609,NMI,ENSG00000139505,MTMR6,-,-,1.0,PPI
ENSG00000198356,GET3,ENSG00000118971,CCND2,-,-,1.0,PPI
ENSG00000198356,GET3,ENSG00000013503,POLR3B,-,-,1.0,PPI
ENSG00000198356,GET3,ENSG00000166477,LEO1,-,-,1.0,PPI
ENSG00000198356,GET3,ENSG00000198356,GET3,PF02374-PF02374,-,1.0,PPI-DDI
ENSG00000198356,GET3,ENSG00000106803,SEC61B,-,-,1.0,PPI
ENSG00000198356,GET3,ENSG00000153037,SRP19,-,-,1.0,PPI
ENSG00000198356,GET3,ENSG00000171388,APLN,-,-,1.0,PPI
ENSG00000115616,SLC9A2,ENSG00000166869,CHP2,PF16644-PF13499,-,1.0,PPI-DDI
ENSG00000141985,SH3GL1,ENSG00000141985,SH3GL1,PF03114-PF03114 ; PF03114-PF00018 ; PF00018-PF03114 ; PF00018-PF00018,-,1.0,PPI-DDI
ENSG00000141985,SH3GL1,ENSG00000068394,GPKOW,-,-,1.0,PPI
ENSG00000141985,SH3GL1,ENSG00000026025,VIM,-,-,1.0,PPI
ENSG00000150893,FREM2,ENSG00000124302,CHST8,-,-,1.0,PPI
ENSG00000150893,FREM2,ENSG00000137976,DNASE2B,-,-,1.0,PPI
ENSG00000181788,SIAH2,ENSG00000221869,CEBPD,-,-,1.0,PPI
ENSG00000181788,SIAH2,ENSG00000088325,TPX2,-,-,1.0,PPI
ENSG00000181788,SIAH2,ENSG00000100393,EP300,-,-,1.0,PPI
ENSG00000181788,SIAH2,ENSG00000234278,PRR20E,-,-,1.0,PPI
ENSG00000181788,SIAH2,ENSG00000181788,SIAH2,PF03145-PF03145,-,1.0,PPI-DDI
ENSG00000181788,SIAH2,ENSG00000116329,OPRD1,-,-,1.0,PPI
ENSG00000181788,SIAH2,ENSG00000082556,OPRK1,-,-,1.0,PPI
ENSG00000163909,HEYL,ENSG00000196700,ZNF512B,-,-,1.0,PPI
ENSG00000163909,HEYL,ENSG00000162511,LAPTM5,-,-,1.0,PPI
ENSG00000198851,CD3E,ENSG00000198821,CD247,PF02189-PF02189,-,1.0,PPI-DDI
ENSG00000198851,CD3E,ENSG00000101400,SNTA1,-,-,1.0,PPI
ENSG00000198851,CD3E,ENSG00000134242,PTPN22,PF02189-PF00102,-,1.0,PPI-DDI
ENSG00000175505,CLCF1,ENSG00000128422,KRT17,-,-,1.0,PPI
ENSG00000150681,RGS18,ENSG00000065135,GNAI3,PF00615-PF00503,-,1.0,PPI-DDI
ENSG00000150681,RGS18,ENSG00000156052,GNAQ,PF00615-PF00503,-,1.0,PPI-DDI
ENSG00000272325,NUDT3,ENSG00000039600,SOX30,-,-,1.0,PPI
ENSG00000272325,NUDT3,ENSG00000130595,TNNT3,-,-,1.0,PPI
ENSG00000272325,NUDT3,ENSG00000254772,EEF1G,-,-,1.0,PPI
ENSG00000272325,NUDT3,ENSG00000086061,DNAJA1,-,-,1.0,PPI
ENSG00000275183,LENG9,ENSG00000096401,CDC5L,-,-,1.0,PPI
ENSG00000196943,NOP9,ENSG00000089289,IGBP1,-,-,1.0,PPI
ENSG00000196943,NOP9,ENSG00000169515,CCDC8,-,-,1.0,PPI
ENSG00000196943,NOP9,ENSG00000050628,PTGER3,-,-,1.0,PPI
ENSG00000196943,NOP9,ENSG00000176678,FOXL1,-,-,1.0,PPI
ENSG00000196943,NOP9,ENSG00000171453,POLR1C,-,-,1.0,PPI
ENSG00000196943,NOP9,ENSG00000124302,CHST8,-,-,1.0,PPI
ENSG00000196943,NOP9,ENSG00000180921,FAM83H,-,-,1.0,PPI
ENSG00000196943,NOP9,ENSG00000149575,SCN2B,-,-,1.0,PPI
ENSG00000260596,DUX4,ENSG00000100393,EP300,-,-,1.0,PPI
ENSG00000077147,TM9SF3,ENSG00000129654,FOXJ1,-,-,1.0,PPI
ENSG00000077147,TM9SF3,ENSG00000169252,ADRB2,-,-,1.0,PPI
ENSG00000134323,MYCN,ENSG00000007968,E2F2,-,-,1.0,PPI
ENSG00000134323,MYCN,ENSG00000173404,INSM1,-,-,1.0,PPI
ENSG00000056277,ZNF280C,ENSG00000174007,CEP19,-,-,1.0,PPI
ENSG00000136930,PSMB7,ENSG00000170759,KIF5B,-,-,1.0,PPI
ENSG00000136930,PSMB7,ENSG00000166477,LEO1,-,-,1.0,PPI
ENSG00000136930,PSMB7,ENSG00000185345,PRKN,-,-,1.0,PPI
ENSG00000136930,PSMB7,ENSG00000171453,POLR1C,-,-,1.0,PPI
ENSG00000136930,PSMB7,ENSG00000169504,CLIC4,-,-,1.0,PPI
ENSG00000136930,PSMB7,ENSG00000136930,PSMB7,PF00227-PF00227 ; PF00227-PF12465 ; PF12465-PF00227,-,1.0,PPI-DDI
ENSG00000136930,PSMB7,ENSG00000153561,RMND5A,-,-,1.0,PPI
ENSG00000136930,PSMB7,ENSG00000163220,S100A9,-,-,1.0,PPI
ENSG00000066557,LRRC40,ENSG00000168140,VASN,PF12799-PF13855 ; PF13855-PF13855,-,1.0,PPI-DDI
ENSG00000066557,LRRC40,ENSG00000197265,GTF2E2,-,-,1.0,PPI
ENSG00000066557,LRRC40,ENSG00000096401,CDC5L,-,-,1.0,PPI
ENSG00000066557,LRRC40,ENSG00000169515,CCDC8,-,-,1.0,PPI
ENSG00000132514,CLEC10A,ENSG00000174749,FAM241A,-,-,1.0,PPI
ENSG00000206047,DEFA1,ENSG00000079931,MOXD1,-,-,1.0,PPI
ENSG00000206047,DEFA1,ENSG00000135617,PRADC1,-,-,1.0,PPI
ENSG00000206047,DEFA1,ENSG00000136720,HS6ST1,-,-,1.0,PPI
ENSG00000206047,DEFA1,ENSG00000221823,PPP3R1,-,-,1.0,PPI
ENSG00000206047,DEFA1,ENSG00000167658,EEF2,-,-,1.0,PPI
ENSG00000128011,LRFN1,ENSG00000123496,IL13RA2,PF00041-PF09240,-,1.0,PPI-DDI
ENSG00000128011,LRFN1,ENSG00000163814,CDCP1,-,-,1.0,PPI
ENSG00000128011,LRFN1,ENSG00000137080,IFNA21,-,-,1.0,PPI
ENSG00000128011,LRFN1,ENSG00000148384,INPP5E,-,-,1.0,PPI
ENSG00000128011,LRFN1,ENSG00000172985,SH3RF3,-,-,1.0,PPI
ENSG00000128011,LRFN1,ENSG00000111110,PPM1H,-,-,1.0,PPI
ENSG00000047644,WWC3,ENSG00000047644,WWC3,-,-,1.0,PPI
ENSG00000138180,CEP55,ENSG00000120498,TEX11,-,-,1.0,PPI
ENSG00000138180,CEP55,ENSG00000185345,PRKN,-,-,1.0,PPI
ENSG00000138180,CEP55,ENSG00000176428,VPS37D,-,-,1.0,PPI
ENSG00000138180,CEP55,ENSG00000142168,SOD1,-,-,1.0,PPI
ENSG00000138180,CEP55,ENSG00000138180,CEP55,PF12180-PF12180,-,1.0,PPI-DDI
ENSG00000138180,CEP55,ENSG00000196544,BORCS6,-,-,1.0,PPI
ENSG00000138180,CEP55,ENSG00000163060,TEKT4,-,-,1.0,PPI
ENSG00000138180,CEP55,ENSG00000101445,PPP1R16B,-,-,1.0,PPI
ENSG00000138180,CEP55,ENSG00000008323,PLEKHG6,-,-,1.0,PPI
ENSG00000138180,CEP55,ENSG00000108091,CCDC6,-,-,1.0,PPI
ENSG00000124217,MOCS3,ENSG00000172426,RSPH9,-,-,1.0,PPI
ENSG00000124217,MOCS3,ENSG00000088930,XRN2,-,-,1.0,PPI
ENSG00000124217,MOCS3,ENSG00000173110,HSPA6,-,-,1.0,PPI
ENSG00000156052,GNAQ,ENSG00000181104,F2R,PF00503-PF00001,-,1.0,PPI-DDI
ENSG00000156052,GNAQ,ENSG00000083635,NUFIP1,-,-,1.0,PPI
ENSG00000156052,GNAQ,ENSG00000162188,GNG3,PF00503-PF00631,-,1.0,PPI-DDI
ENSG00000156052,GNAQ,ENSG00000143333,RGS16,PF00503-PF00615,-,1.0,PPI-DDI
ENSG00000156052,GNAQ,ENSG00000165527,ARF6,-,-,1.0,PPI
ENSG00000156052,GNAQ,ENSG00000182162,P2RY8,PF00503-PF00001,-,1.0,PPI-DDI
ENSG00000156052,GNAQ,ENSG00000179886,TIGD5,-,-,1.0,PPI
ENSG00000156052,GNAQ,ENSG00000188021,UBQLN2,PF00503-PF00240,-,1.0,PPI-DDI
ENSG00000156052,GNAQ,ENSG00000163823,CCR1,PF00503-PF00001,-,1.0,PPI-DDI
ENSG00000156052,GNAQ,ENSG00000120075,HOXB5,-,-,1.0,PPI
ENSG00000102128,RAB40AL,ENSG00000243284,VSIG8,PF00071-PF07686,-,1.0,PPI-DDI
ENSG00000169976,SF3B5,ENSG00000274750,H3C6,-,-,1.0,PPI
ENSG00000169976,SF3B5,ENSG00000116771,AGMAT,-,-,1.0,PPI
ENSG00000169976,SF3B5,ENSG00000115128,SF3B6,-,-,1.0,PPI
ENSG00000275410,HNF1B,ENSG00000275410,HNF1B,PF04814-PF04814,-,1.0,PPI-DDI
ENSG00000275410,HNF1B,ENSG00000117748,RPA2,-,-,1.0,PPI
ENSG00000102962,CCL22,ENSG00000149658,YTHDF1,-,-,1.0,PPI
ENSG00000102962,CCL22,ENSG00000179918,SEPHS2,-,-,1.0,PPI
ENSG00000102962,CCL22,ENSG00000170500,LONRF2,-,-,1.0,PPI
ENSG00000158526,TSR2,ENSG00000213588,ZBTB9,-,-,1.0,PPI
ENSG00000176435,CLEC14A,ENSG00000186834,HEXIM1,-,-,1.0,PPI
ENSG00000176435,CLEC14A,ENSG00000026025,VIM,-,-,1.0,PPI
ENSG00000176435,CLEC14A,ENSG00000159217,IGF2BP1,-,-,1.0,PPI
ENSG00000176435,CLEC14A,ENSG00000108256,NUFIP2,-,-,1.0,PPI
ENSG00000213588,ZBTB9,ENSG00000175213,ZNF408,PF00651-PF00096,-,1.0,PPI-DDI
ENSG00000213588,ZBTB9,ENSG00000101057,MYBL2,-,-,1.0,PPI
ENSG00000213588,ZBTB9,ENSG00000170122,FOXD4,-,-,1.0,PPI
ENSG00000106789,CORO2A,ENSG00000165685,TMEM52B,-,-,1.0,PPI
ENSG00000136867,SLC31A2,ENSG00000112164,GLP1R,-,-,1.0,PPI
ENSG00000171951,SCG2,ENSG00000188229,TUBB4B,-,-,1.0,PPI
ENSG00000239732,TLR9,ENSG00000173110,HSPA6,-,-,1.0,PPI
ENSG00000239732,TLR9,ENSG00000107719,PALD1,-,-,1.0,PPI
ENSG00000254997,KRTAP5-9,ENSG00000112365,ZBTB24,-,-,1.0,PPI
ENSG00000254997,KRTAP5-9,ENSG00000163206,SMCP,-,-,1.0,PPI
ENSG00000254997,KRTAP5-9,ENSG00000185742,C11orf87,-,-,1.0,PPI
ENSG00000254997,KRTAP5-9,ENSG00000106511,MEOX2,-,-,1.0,PPI
ENSG00000254997,KRTAP5-9,ENSG00000175946,KLHL38,-,-,1.0,PPI
ENSG00000254997,KRTAP5-9,ENSG00000108256,NUFIP2,-,-,1.0,PPI
ENSG00000254997,KRTAP5-9,ENSG00000196734,LCE1B,-,-,1.0,PPI
ENSG00000083845,RPS5,ENSG00000167658,EEF2,-,-,1.0,PPI
ENSG00000083845,RPS5,ENSG00000165496,RPL10L,-,-,1.0,PPI
ENSG00000083845,RPS5,ENSG00000180574,EIF2S3B,-,-,1.0,PPI
ENSG00000083845,RPS5,ENSG00000186834,HEXIM1,-,-,1.0,PPI
ENSG00000083845,RPS5,ENSG00000152518,ZFP36L2,-,-,1.0,PPI
ENSG00000083845,RPS5,ENSG00000148303,RPL7A,-,-,1.0,PPI
ENSG00000083845,RPS5,ENSG00000124216,SNAI1,-,-,1.0,PPI
ENSG00000083845,RPS5,ENSG00000169252,ADRB2,-,-,1.0,PPI
ENSG00000083845,RPS5,ENSG00000117748,RPA2,-,-,1.0,PPI
ENSG00000083845,RPS5,ENSG00000134698,AGO4,-,-,1.0,PPI
ENSG00000083845,RPS5,ENSG00000205609,EIF3CL,-,-,1.0,PPI
ENSG00000083845,RPS5,ENSG00000105640,RPL18A,-,-,1.0,PPI
ENSG00000113249,HAVCR1,ENSG00000155252,PI4K2A,-,-,1.0,PPI
ENSG00000113249,HAVCR1,ENSG00000162733,DDR2,PF07686-PF00754,-,1.0,PPI-DDI
ENSG00000138115,CYP2C8,ENSG00000138115,CYP2C8,PF00067-PF00067,-,1.0,PPI-DDI
ENSG00000138115,CYP2C8,ENSG00000101856,PGRMC1,-,-,1.0,PPI
ENSG00000139304,PTPRQ,ENSG00000102189,EEA1,-,-,1.0,PPI
ENSG00000158966,CACHD1,ENSG00000165685,TMEM52B,-,-,1.0,PPI
ENSG00000158966,CACHD1,ENSG00000213281,NRAS,-,-,1.0,PPI
ENSG00000152086,TUBA3E,ENSG00000155959,VBP1,PF00091-PF02996,-,1.0,PPI-DDI
ENSG00000152086,TUBA3E,ENSG00000186834,HEXIM1,-,-,1.0,PPI
ENSG00000152086,TUBA3E,ENSG00000137285,TUBB2B,PF00091-PF03953 ; PF00091-PF00091 ; PF03953-PF03953 ; PF03953-PF00091,-,1.0,PPI-DDI
ENSG00000187626,ZKSCAN4,ENSG00000187626,ZKSCAN4,PF00096-PF00096 ; PF00096-PF01352 ; PF02023-PF02023 ; PF02023-PF01352 ; PF01352-PF00096 ; PF01352-PF02023,-,1.0,PPI-DDI
ENSG00000187626,ZKSCAN4,ENSG00000137338,PGBD1,PF02023-PF02023 ; PF01352-PF02023,-,1.0,PPI-DDI
