Protein 1,Protein 1 name,Protein 2,Protein 2 name,Retained DDIs,Lost DDIs,Score,Source of the interaction
88,ACTN2,88,ACTN2,PF00307-PF00307 ; PF00307-PF00435 ; PF00307-PF08726 ; PF13833-PF13833 ; PF13833-PF00435 ; PF13833-PF08726 ; PF00435-PF00307 ; PF00435-PF13833 ; PF00435-PF00435 ; PF00435-PF08726 ; PF08726-PF00307 ; PF08726-PF13833 ; PF08726-PF00435,-,1.0,PPI-DDI
25893,TRIM58,25893,TRIM58,PF00643-PF00643 ; PF00643-PF15227 ; PF00622-PF00622 ; PF00622-PF13765 ; PF13765-PF00622 ; PF13765-PF13765 ; PF15227-PF00643,-,1.0,PPI-DDI
57708,MIER1,8290,H3-4,-,-,1.0,PPI
55243,KIRREL1,55243,KIRREL1,PF13927-PF13927 ; PF13927-PF07679 ; PF13927-PF08205 ; PF07679-PF13927 ; PF07679-PF07679 ; PF07679-PF08205 ; PF08205-PF13927 ; PF08205-PF07679 ; PF08205-PF08205,-,1.0,PPI-DDI
4259,MGST3,4259,MGST3,PF01124-PF01124,-,1.0,PPI-DDI
27252,KLHL20,58,ACTA1,-,-,1.0,PPI
27252,KLHL20,2634,GBP2,-,-,1.0,PPI
27252,KLHL20,27252,KLHL20,PF01344-PF01344 ; PF07707-PF00651 ; PF00651-PF07707 ; PF00651-PF00651,-,1.0,PPI-DDI
653121,ZBTB8A,653121,ZBTB8A,PF00096-PF00096 ; PF00096-PF00651 ; PF00651-PF00096 ; PF00651-PF00651,-,1.0,PPI-DDI
7780,SLC30A2,55532,SLC30A10,PF01545-PF01545,-,1.0,PPI-DDI
22823,MTF2,375,ARF1,-,-,1.0,PPI
6504,SLAMF1,6504,SLAMF1,-,-,1.0,PPI
6504,SLAMF1,55127,HEATR1,-,-,1.0,PPI
6504,SLAMF1,10459,MAD2L2,-,-,1.0,PPI
5208,PFKFB2,9877,ZC3H11A,-,-,1.0,PPI
6125,RPL5,6125,RPL5,PF14204-PF17144 ; PF17144-PF14204 ; PF17144-PF17144,-,1.0,PPI-DDI
6125,RPL5,6202,RPS8,-,-,1.0,PPI
6125,RPL5,11004,KIF2C,-,-,1.0,PPI
9641,IKBKE,9641,IKBKE,PF00069-PF00069 ; PF00069-PF18394 ; PF00069-PF18396 ; PF18394-PF00069 ; PF18394-PF18396 ; PF18396-PF00069 ; PF18396-PF18394 ; PF18396-PF18396,-,1.0,PPI-DDI
4009,LMX1A,4009,LMX1A,PF00412-PF00412 ; PF00046-PF00046,-,1.0,PPI-DDI
6195,RPS6KA1,29089,UBE2T,-,-,1.0,PPI
6195,RPS6KA1,2634,GBP2,-,-,1.0,PPI
8682,PEA15,9859,CEP170,-,-,1.0,PPI
4811,NID1,4811,NID1,PF00086-PF00086 ; PF14670-PF14670 ; PF14670-PF00058 ; PF14670-PF07645 ; PF00058-PF14670 ; PF00058-PF00058 ; PF00058-PF07645 ; PF07645-PF14670 ; PF07645-PF00058 ; PF07645-PF07645 ; PF07645-PF12947 ; PF12947-PF07645,-,1.0,PPI-DDI
9859,CEP170,11004,KIF2C,PF00498-PF00225,-,1.0,PPI-DDI
84676,TRIM63,55432,YOD1,-,-,1.0,PPI
84676,TRIM63,58,ACTA1,-,-,1.0,PPI
84676,TRIM63,84676,TRIM63,PF13445-PF13445 ; PF00643-PF00643,-,1.0,PPI-DDI
128178,EDARADD,128178,EDARADD,PF00531-PF00531,-,1.0,PPI-DDI
11004,KIF2C,8290,H3-4,-,-,1.0,PPI
11004,KIF2C,11004,KIF2C,PF00225-PF00225,-,1.0,PPI-DDI
10459,MAD2L2,10459,MAD2L2,PF02301-PF02301,-,1.0,PPI-DDI
10459,MAD2L2,10962,MLLT11,-,-,1.0,PPI
149428,BNIPL,149428,BNIPL,-,-,1.0,PPI
149428,BNIPL,58480,RHOU,-,-,1.0,PPI
3964,LGALS8,112770,GLMP,-,-,1.0,PPI
83593,RASSF5,83593,RASSF5,PF00130-PF00130 ; PF00788-PF00788 ; PF16517-PF16517,-,1.0,PPI-DDI
149603,RNF187,149603,RNF187,PF00097-PF00097,-,1.0,PPI-DDI
5778,PTPN7,5778,PTPN7,PF00102-PF00102,-,1.0,PPI-DDI
3075,CFH,10878,CFHR3,PF00084-PF00084,-,1.0,PPI-DDI
375,ARF1,375,ARF1,PF00025-PF00025,-,1.0,PPI-DDI
79078,C1orf50,79078,C1orf50,-,-,1.0,PPI
9682,KDM4A,9682,KDM4A,PF02375-PF02375 ; PF02375-PF02373 ; PF13832-PF13832 ; PF13832-PF13831 ; PF02373-PF02375 ; PF13831-PF13832 ; PF18104-PF18104,-,1.0,PPI-DDI
1163,CKS1B,1163,CKS1B,PF01111-PF01111,-,1.0,PPI-DDI
92815,H2AW,8290,H3-4,PF00125-PF00125 ; PF16211-PF00125,-,1.0,PPI-DDI
6635,SNRPE,6635,SNRPE,PF01423-PF01423,-,1.0,PPI-DDI
29089,UBE2T,29089,UBE2T,PF00179-PF00179,-,1.0,PPI-DDI
27042,UTP25,27042,UTP25,-,-,1.0,PPI
23499,MACF1,257,ALX3,-,-,1.0,PPI
9580,SOX13,9580,SOX13,PF00505-PF00505,-,1.0,PPI-DDI
23252,OTUD3,23252,OTUD3,PF02338-PF02338,-,1.0,PPI-DDI
81559,TRIM11,81559,TRIM11,PF13765-PF13765 ; PF13765-PF00622 ; PF00622-PF13765 ; PF00622-PF00622 ; PF15227-PF00643 ; PF00643-PF15227 ; PF00643-PF00643,-,1.0,PPI-DDI
55532,SLC30A10,55532,SLC30A10,PF01545-PF01545,-,1.0,PPI-DDI
