Gene 1 ID,Gene 2 ID,Score
ENSG00000188883,ENSG00000251664,0.0
ENSG00000188883,ENSG00000221823,1.0
ENSG00000188883,ENSG00000118804,1.0
ENSG00000176887,ENSG00000168412,1.0
ENSG00000230797,ENSG00000204227,1.0
ENSG00000230797,ENSG00000122691,1.0
ENSG00000155304,ENSG00000188021,1.0
ENSG00000155304,ENSG00000158470,1.0
ENSG00000115616,ENSG00000166869,1.0
ENSG00000084710,ENSG00000213281,1.0
ENSG00000084710,ENSG00000179886,1.0
ENSG00000084710,ENSG00000120075,1.0
ENSG00000084710,ENSG00000169397,1.0
ENSG00000152193,ENSG00000124216,1.0
ENSG00000152193,ENSG00000136122,1.0
ENSG00000152193,ENSG00000152518,1.0
ENSG00000152193,ENSG00000176165,1.0
ENSG00000115828,ENSG00000124216,1.0
ENSG00000115828,ENSG00000153561,1.0
ENSG00000180817,ENSG00000186834,1.0
ENSG00000180817,ENSG00000142168,1.0
ENSG00000180817,ENSG00000106211,1.0
ENSG00000180817,ENSG00000165704,1.0
ENSG00000163141,ENSG00000116574,1.0
ENSG00000163141,ENSG00000163141,1.0
ENSG00000184260,ENSG00000100393,1.0
ENSG00000184260,ENSG00000112079,1.0
ENSG00000184260,ENSG00000166349,1.0
ENSG00000184260,ENSG00000115241,1.0
ENSG00000184260,ENSG00000179630,1.0
ENSG00000184260,ENSG00000108602,1.0
ENSG00000184260,ENSG00000225830,0.0
ENSG00000184260,ENSG00000274750,1.0
ENSG00000184260,ENSG00000143614,1.0
ENSG00000184260,ENSG00000185686,1.0
ENSG00000184260,ENSG00000155827,1.0
ENSG00000184260,ENSG00000186834,1.0
ENSG00000184260,ENSG00000184678,1.0
ENSG00000149575,ENSG00000196943,1.0
ENSG00000149575,ENSG00000116903,1.0
ENSG00000149575,ENSG00000120800,1.0
ENSG00000180644,ENSG00000180644,1.0
ENSG00000172197,ENSG00000136111,1.0
ENSG00000172197,ENSG00000177469,1.0
ENSG00000130748,ENSG00000153283,1.0
ENSG00000130748,ENSG00000171860,1.0
ENSG00000130748,ENSG00000124302,1.0
ENSG00000130748,ENSG00000140941,1.0
ENSG00000130748,ENSG00000120696,1.0
ENSG00000164105,ENSG00000184678,1.0
ENSG00000184515,ENSG00000153684,1.0
ENSG00000184515,ENSG00000184515,1.0
ENSG00000026025,ENSG00000185345,1.0
ENSG00000026025,ENSG00000114767,1.0
ENSG00000026025,ENSG00000106211,1.0
ENSG00000026025,ENSG00000176435,1.0
ENSG00000026025,ENSG00000135269,1.0
ENSG00000026025,ENSG00000171453,1.0
ENSG00000026025,ENSG00000096401,1.0
ENSG00000026025,ENSG00000128422,1.0
ENSG00000026025,ENSG00000136810,1.0
ENSG00000026025,ENSG00000170468,1.0
ENSG00000026025,ENSG00000116711,1.0
ENSG00000026025,ENSG00000186834,1.0
ENSG00000026025,ENSG00000148798,1.0
ENSG00000026025,ENSG00000026025,1.0
ENSG00000026025,ENSG00000203782,1.0
ENSG00000026025,ENSG00000141985,1.0
ENSG00000026025,ENSG00000188021,1.0
ENSG00000026025,ENSG00000110395,1.0
ENSG00000026025,ENSG00000170430,1.0
ENSG00000026025,ENSG00000167207,1.0
ENSG00000026025,ENSG00000122691,1.0
ENSG00000026025,ENSG00000170027,1.0
ENSG00000026025,ENSG00000135900,1.0
ENSG00000026025,ENSG00000132688,1.0
ENSG00000026025,ENSG00000117650,1.0
ENSG00000183617,ENSG00000136897,1.0
ENSG00000183617,ENSG00000186834,1.0
ENSG00000104147,ENSG00000168286,1.0
ENSG00000104147,ENSG00000143367,1.0
ENSG00000104147,ENSG00000197265,1.0
ENSG00000104147,ENSG00000177606,1.0
ENSG00000104147,ENSG00000177469,1.0
ENSG00000104147,ENSG00000179562,1.0
ENSG00000104147,ENSG00000129654,1.0
ENSG00000104147,ENSG00000104147,1.0
ENSG00000173726,ENSG00000173726,1.0
ENSG00000173726,ENSG00000101442,1.0
ENSG00000173726,ENSG00000125977,1.0
ENSG00000173726,ENSG00000182827,1.0
ENSG00000173726,ENSG00000105894,1.0
ENSG00000173726,ENSG00000213965,1.0
ENSG00000173726,ENSG00000101251,1.0
ENSG00000173726,ENSG00000067704,1.0
ENSG00000112183,ENSG00000178363,1.0
ENSG00000112183,ENSG00000184363,1.0
ENSG00000112183,ENSG00000167880,1.0
ENSG00000112183,ENSG00000163207,1.0
ENSG00000138131,ENSG00000198890,1.0
ENSG00000138131,ENSG00000179918,1.0
ENSG00000138131,ENSG00000071539,1.0
ENSG00000181090,ENSG00000181090,0.0
ENSG00000181090,ENSG00000177602,1.0
ENSG00000181090,ENSG00000163041,1.0
ENSG00000117748,ENSG00000179172,1.0
ENSG00000117748,ENSG00000112208,1.0
ENSG00000117748,ENSG00000068784,1.0
ENSG00000117748,ENSG00000106211,1.0
ENSG00000117748,ENSG00000075785,1.0
ENSG00000117748,ENSG00000101856,1.0
ENSG00000117748,ENSG00000101161,1.0
ENSG00000117748,ENSG00000088325,1.0
ENSG00000117748,ENSG00000184363,1.0
ENSG00000117748,ENSG00000163840,1.0
ENSG00000117748,ENSG00000124216,1.0
ENSG00000117748,ENSG00000188021,1.0
ENSG00000117748,ENSG00000275410,1.0
ENSG00000117748,ENSG00000165496,1.0
ENSG00000117748,ENSG00000277443,1.0
ENSG00000117748,ENSG00000177733,1.0
ENSG00000117748,ENSG00000137267,1.0
ENSG00000117748,ENSG00000105640,1.0
ENSG00000117748,ENSG00000188229,1.0
ENSG00000117748,ENSG00000146676,1.0
ENSG00000117748,ENSG00000096401,1.0
ENSG00000117748,ENSG00000088930,1.0
ENSG00000117748,ENSG00000108055,1.0
ENSG00000117748,ENSG00000149658,1.0
ENSG00000117748,ENSG00000122566,1.0
ENSG00000117748,ENSG00000083845,1.0
ENSG00000117748,ENSG00000118520,1.0
ENSG00000117748,ENSG00000180138,1.0
ENSG00000117748,ENSG00000147400,1.0
ENSG00000117748,ENSG00000082516,1.0
ENSG00000117748,ENSG00000125977,1.0
ENSG00000088325,ENSG00000181788,1.0
ENSG00000088325,ENSG00000096401,1.0
ENSG00000088325,ENSG00000168286,1.0
ENSG00000184363,ENSG00000213281,1.0
ENSG00000184363,ENSG00000125965,1.0
ENSG00000184363,ENSG00000175793,1.0
ENSG00000184363,ENSG00000046604,1.0
ENSG00000184363,ENSG00000179630,1.0
ENSG00000184363,ENSG00000139973,1.0
ENSG00000184363,ENSG00000169515,1.0
ENSG00000184363,ENSG00000101367,1.0
ENSG00000170876,ENSG00000182810,1.0
ENSG00000170876,ENSG00000168955,1.0
ENSG00000170876,ENSG00000075785,1.0
ENSG00000170876,ENSG00000169446,1.0
ENSG00000178021,ENSG00000101162,1.0
ENSG00000178021,ENSG00000120696,1.0
ENSG00000178021,ENSG00000170871,1.0
ENSG00000153561,ENSG00000112941,1.0
ENSG00000153561,ENSG00000112208,1.0
ENSG00000153561,ENSG00000131711,1.0
ENSG00000153561,ENSG00000153561,1.0
ENSG00000153561,ENSG00000183690,1.0
ENSG00000153561,ENSG00000106511,1.0
ENSG00000153561,ENSG00000181449,1.0
ENSG00000153561,ENSG00000116771,1.0
ENSG00000153561,ENSG00000179886,1.0
ENSG00000153561,ENSG00000145423,1.0
ENSG00000153561,ENSG00000133124,1.0
ENSG00000153561,ENSG00000136930,1.0
ENSG00000124216,ENSG00000112208,1.0
ENSG00000124216,ENSG00000112079,1.0
ENSG00000124216,ENSG00000074696,1.0
ENSG00000124216,ENSG00000167977,1.0
ENSG00000124216,ENSG00000170166,1.0
ENSG00000124216,ENSG00000167658,1.0
ENSG00000124216,ENSG00000171823,1.0
ENSG00000124216,ENSG00000204227,1.0
ENSG00000124216,ENSG00000101161,1.0
ENSG00000124216,ENSG00000124216,1.0
ENSG00000124216,ENSG00000148303,1.0
ENSG00000124216,ENSG00000105640,1.0
ENSG00000124216,ENSG00000137267,1.0
ENSG00000124216,ENSG00000188229,1.0
ENSG00000124216,ENSG00000146676,1.0
ENSG00000124216,ENSG00000092621,1.0
ENSG00000124216,ENSG00000174173,1.0
ENSG00000124216,ENSG00000123416,1.0
ENSG00000124216,ENSG00000133124,1.0
ENSG00000124216,ENSG00000138160,1.0
ENSG00000124216,ENSG00000111716,1.0
ENSG00000124216,ENSG00000122566,1.0
ENSG00000124216,ENSG00000083845,1.0
ENSG00000124216,ENSG00000165704,1.0
ENSG00000124216,ENSG00000100393,1.0
ENSG00000124216,ENSG00000223443,1.0
ENSG00000124216,ENSG00000054803,1.0
ENSG00000124216,ENSG00000159217,1.0
ENSG00000124216,ENSG00000086061,1.0
ENSG00000124216,ENSG00000096401,1.0
ENSG00000124216,ENSG00000188375,1.0
ENSG00000134970,ENSG00000112697,1.0
ENSG00000151790,ENSG00000198890,1.0
ENSG00000151790,ENSG00000106511,1.0
ENSG00000151790,ENSG00000151790,1.0
ENSG00000272047,ENSG00000134899,1.0
ENSG00000197769,ENSG00000165572,1.0
ENSG00000197769,ENSG00000120696,1.0
ENSG00000277149,ENSG00000050628,1.0
ENSG00000116199,ENSG00000128203,1.0
ENSG00000116199,ENSG00000007312,1.0
ENSG00000117758,ENSG00000188021,1.0
ENSG00000117758,ENSG00000102189,1.0
ENSG00000117758,ENSG00000108433,0.0
ENSG00000117758,ENSG00000084444,1.0
ENSG00000117758,ENSG00000213281,1.0
ENSG00000117758,ENSG00000165029,1.0
ENSG00000117758,ENSG00000174903,1.0
ENSG00000117758,ENSG00000140941,1.0
ENSG00000178732,ENSG00000185245,1.0
ENSG00000168412,ENSG00000163661,1.0
ENSG00000168412,ENSG00000170385,1.0
ENSG00000168412,ENSG00000136238,1.0
ENSG00000168412,ENSG00000143870,1.0
ENSG00000168412,ENSG00000101856,1.0
ENSG00000168412,ENSG00000254772,1.0
ENSG00000168412,ENSG00000065135,1.0
ENSG00000168412,ENSG00000133124,1.0
ENSG00000168412,ENSG00000277203,1.0
ENSG00000168412,ENSG00000134153,1.0
ENSG00000168412,ENSG00000139352,1.0
ENSG00000168412,ENSG00000096092,1.0
ENSG00000168412,ENSG00000198937,1.0
ENSG00000168412,ENSG00000177733,1.0
ENSG00000168412,ENSG00000143614,1.0
ENSG00000168412,ENSG00000186684,1.0
ENSG00000168412,ENSG00000177432,1.0
ENSG00000178363,ENSG00000167332,1.0
ENSG00000178363,ENSG00000125965,1.0
ENSG00000178363,ENSG00000185345,1.0
ENSG00000178363,ENSG00000101367,1.0
ENSG00000105610,ENSG00000100393,1.0
ENSG00000162407,ENSG00000213281,1.0
ENSG00000162407,ENSG00000162407,1.0
ENSG00000265354,ENSG00000075673,1.0
ENSG00000055813,ENSG00000117650,1.0
ENSG00000176428,ENSG00000138180,1.0
ENSG00000132823,ENSG00000179630,1.0
ENSG00000135914,ENSG00000101400,1.0
ENSG00000135914,ENSG00000144891,1.0
ENSG00000183779,ENSG00000205111,1.0
ENSG00000183779,ENSG00000119614,1.0
ENSG00000183779,ENSG00000179886,1.0
ENSG00000148303,ENSG00000185345,1.0
ENSG00000148303,ENSG00000008018,1.0
ENSG00000148303,ENSG00000140986,1.0
ENSG00000148303,ENSG00000167658,1.0
ENSG00000148303,ENSG00000169515,1.0
ENSG00000148303,ENSG00000083845,1.0
ENSG00000148303,ENSG00000186834,1.0
ENSG00000148303,ENSG00000165496,1.0
ENSG00000148303,ENSG00000175793,1.0
ENSG00000148303,ENSG00000274750,1.0
ENSG00000148303,ENSG00000105640,1.0
ENSG00000169504,ENSG00000170860,1.0
ENSG00000169504,ENSG00000159212,1.0
ENSG00000169504,ENSG00000008018,1.0
ENSG00000169504,ENSG00000136930,1.0
ENSG00000169504,ENSG00000126945,1.0
ENSG00000184185,ENSG00000101400,1.0
ENSG00000184185,ENSG00000148943,1.0
ENSG00000162482,ENSG00000162482,1.0
ENSG00000129654,ENSG00000077147,1.0
ENSG00000180340,ENSG00000154342,1.0
ENSG00000159217,ENSG00000185345,1.0
ENSG00000159217,ENSG00000174903,1.0
ENSG00000159217,ENSG00000186834,1.0
ENSG00000159217,ENSG00000134698,1.0
ENSG00000159217,ENSG00000169515,1.0
ENSG00000159217,ENSG00000100393,1.0
ENSG00000159217,ENSG00000189369,1.0
ENSG00000159217,ENSG00000176435,1.0
ENSG00000159217,ENSG00000188021,1.0
ENSG00000082175,ENSG00000100393,1.0
ENSG00000082175,ENSG00000086061,1.0
ENSG00000082175,ENSG00000082175,1.0
ENSG00000082175,ENSG00000169297,1.0
ENSG00000082175,ENSG00000133101,1.0
ENSG00000004776,ENSG00000131711,1.0
ENSG00000004776,ENSG00000106211,1.0
ENSG00000004776,ENSG00000152137,1.0
ENSG00000137285,ENSG00000197253,1.0
ENSG00000137285,ENSG00000123416,1.0
ENSG00000137285,ENSG00000183421,1.0
ENSG00000137285,ENSG00000152086,1.0
ENSG00000137285,ENSG00000101162,1.0
ENSG00000137285,ENSG00000128422,1.0
ENSG00000137285,ENSG00000186834,1.0
ENSG00000075673,ENSG00000166794,1.0
ENSG00000075673,ENSG00000116133,1.0
ENSG00000075673,ENSG00000184811,1.0
ENSG00000075673,ENSG00000126010,1.0
ENSG00000075673,ENSG00000065135,1.0
ENSG00000075673,ENSG00000184650,1.0
ENSG00000075673,ENSG00000144891,1.0
ENSG00000075673,ENSG00000167850,1.0
ENSG00000075673,ENSG00000123496,1.0
ENSG00000075673,ENSG00000174944,1.0
ENSG00000075673,ENSG00000135324,1.0
ENSG00000125965,ENSG00000243284,1.0
ENSG00000125965,ENSG00000114739,1.0
ENSG00000170500,ENSG00000102962,1.0
ENSG00000170500,ENSG00000152137,1.0
ENSG00000168135,ENSG00000148943,1.0
ENSG00000168135,ENSG00000101400,1.0
ENSG00000136720,ENSG00000206047,1.0
ENSG00000136720,ENSG00000164816,1.0
ENSG00000096092,ENSG00000184979,1.0
ENSG00000096092,ENSG00000079257,1.0
ENSG00000130513,ENSG00000130513,1.0
ENSG00000130513,ENSG00000136897,1.0
ENSG00000183421,ENSG00000124145,1.0
ENSG00000183421,ENSG00000183421,1.0
ENSG00000183421,ENSG00000171453,1.0
ENSG00000183421,ENSG00000133124,1.0
ENSG00000183421,ENSG00000007312,1.0
ENSG00000183421,ENSG00000112208,1.0
ENSG00000183421,ENSG00000173110,1.0
ENSG00000183421,ENSG00000137267,1.0
ENSG00000183421,ENSG00000146066,1.0
ENSG00000183421,ENSG00000164303,1.0
ENSG00000183421,ENSG00000108055,1.0
ENSG00000183421,ENSG00000123416,1.0
ENSG00000183421,ENSG00000106803,1.0
ENSG00000183421,ENSG00000188229,1.0
ENSG00000183421,ENSG00000146676,1.0
ENSG00000183421,ENSG00000086061,1.0
ENSG00000183421,ENSG00000128228,1.0
ENSG00000183421,ENSG00000106211,1.0
ENSG00000183421,ENSG00000013503,1.0
ENSG00000160113,ENSG00000177606,1.0
ENSG00000183690,ENSG00000116903,1.0
ENSG00000183690,ENSG00000169583,1.0
ENSG00000272514,ENSG00000039600,1.0
ENSG00000272514,ENSG00000272514,1.0
ENSG00000272514,ENSG00000164483,1.0
ENSG00000198934,ENSG00000198934,1.0
ENSG00000198934,ENSG00000101400,1.0
ENSG00000198934,ENSG00000143614,1.0
ENSG00000160951,ENSG00000169252,1.0
ENSG00000164434,ENSG00000142168,1.0
ENSG00000166819,ENSG00000166819,1.0
ENSG00000148584,ENSG00000168497,1.0
ENSG00000164379,ENSG00000170759,1.0
ENSG00000164379,ENSG00000110104,1.0
ENSG00000164379,ENSG00000128714,1.0
ENSG00000164379,ENSG00000143614,1.0
ENSG00000164379,ENSG00000125484,1.0
ENSG00000113722,ENSG00000165572,1.0
ENSG00000113722,ENSG00000137656,1.0
ENSG00000113722,ENSG00000100084,1.0
ENSG00000113722,ENSG00000132467,1.0
ENSG00000113722,ENSG00000273213,1.0
ENSG00000113722,ENSG00000247315,1.0
ENSG00000113722,ENSG00000245848,1.0
ENSG00000113722,ENSG00000120696,1.0
ENSG00000113722,ENSG00000181449,1.0
ENSG00000162078,ENSG00000023608,1.0
ENSG00000162078,ENSG00000008323,1.0
ENSG00000162078,ENSG00000215695,1.0
ENSG00000162078,ENSG00000176903,1.0
ENSG00000162078,ENSG00000183979,1.0
ENSG00000162078,ENSG00000102743,1.0
ENSG00000162078,ENSG00000169605,1.0
ENSG00000118729,ENSG00000095203,1.0
ENSG00000118729,ENSG00000135900,1.0
ENSG00000118729,ENSG00000178502,1.0
ENSG00000118729,ENSG00000169515,1.0
ENSG00000168995,ENSG00000100097,1.0
ENSG00000127920,ENSG00000065135,1.0
ENSG00000127920,ENSG00000106511,1.0
ENSG00000166341,ENSG00000236334,1.0
ENSG00000184502,ENSG00000141434,1.0
ENSG00000129048,ENSG00000156234,1.0
ENSG00000129048,ENSG00000131142,1.0
ENSG00000129048,ENSG00000137077,1.0
ENSG00000129048,ENSG00000172724,1.0
ENSG00000165389,ENSG00000112164,1.0
ENSG00000152049,ENSG00000177272,1.0
ENSG00000147100,ENSG00000153495,1.0
ENSG00000089723,ENSG00000147573,1.0
ENSG00000226784,ENSG00000164708,1.0
ENSG00000160683,ENSG00000167414,1.0
ENSG00000113303,ENSG00000164171,0.0
ENSG00000172201,ENSG00000122180,1.0
ENSG00000213965,ENSG00000164816,1.0
ENSG00000213965,ENSG00000174007,1.0
ENSG00000168004,ENSG00000175073,1.0
ENSG00000164687,ENSG00000171314,1.0
ENSG00000164687,ENSG00000142168,1.0
ENSG00000164687,ENSG00000143556,1.0
ENSG00000164687,ENSG00000147065,1.0
ENSG00000165704,ENSG00000165704,1.0
ENSG00000165704,ENSG00000011052,1.0
ENSG00000165704,ENSG00000186834,1.0
ENSG00000260596,ENSG00000100393,1.0
ENSG00000168263,ENSG00000158445,1.0
ENSG00000118804,ENSG00000132825,1.0
ENSG00000118804,ENSG00000111713,1.0
ENSG00000155875,ENSG00000171453,1.0
ENSG00000118971,ENSG00000197442,1.0
ENSG00000118971,ENSG00000120498,1.0
ENSG00000118971,ENSG00000123416,1.0
ENSG00000118971,ENSG00000185345,1.0
ENSG00000118971,ENSG00000106211,1.0
ENSG00000118971,ENSG00000142627,1.0
ENSG00000118971,ENSG00000197019,1.0
ENSG00000118971,ENSG00000198356,1.0
ENSG00000118971,ENSG00000118971,1.0
ENSG00000118971,ENSG00000086061,1.0
ENSG00000118971,ENSG00000188229,1.0
ENSG00000118971,ENSG00000111276,1.0
ENSG00000108433,ENSG00000169826,1.0
ENSG00000108433,ENSG00000213281,1.0
ENSG00000108433,ENSG00000153684,1.0
ENSG00000173852,ENSG00000007312,1.0
ENSG00000100373,ENSG00000114638,1.0
ENSG00000136122,ENSG00000269405,1.0
ENSG00000136122,ENSG00000212122,1.0
ENSG00000178235,ENSG00000178235,1.0
ENSG00000115461,ENSG00000099769,1.0
ENSG00000115461,ENSG00000106366,1.0
ENSG00000188322,ENSG00000115241,1.0
ENSG00000160339,ENSG00000009724,1.0
ENSG00000167182,ENSG00000101412,1.0
ENSG00000167182,ENSG00000167034,1.0
ENSG00000167182,ENSG00000131910,1.0
ENSG00000167182,ENSG00000181449,1.0
ENSG00000114739,ENSG00000156574,1.0
ENSG00000114739,ENSG00000105428,1.0
ENSG00000114739,ENSG00000050628,1.0
ENSG00000114739,ENSG00000126010,1.0
ENSG00000114739,ENSG00000007312,1.0
ENSG00000114739,ENSG00000112697,1.0
ENSG00000114739,ENSG00000055211,1.0
ENSG00000114739,ENSG00000138379,1.0
ENSG00000114739,ENSG00000153162,1.0
ENSG00000114739,ENSG00000135324,1.0
ENSG00000186810,ENSG00000156234,1.0
ENSG00000186810,ENSG00000163737,1.0
ENSG00000186810,ENSG00000138755,1.0
ENSG00000186810,ENSG00000169245,1.0
ENSG00000146469,ENSG00000106511,1.0
ENSG00000086061,ENSG00000185345,1.0
ENSG00000086061,ENSG00000181449,1.0
ENSG00000086061,ENSG00000135269,1.0
ENSG00000086061,ENSG00000099381,1.0
ENSG00000086061,ENSG00000170775,1.0
ENSG00000086061,ENSG00000272325,1.0
ENSG00000086061,ENSG00000123473,1.0
ENSG00000086061,ENSG00000096401,1.0
ENSG00000086061,ENSG00000134698,1.0
ENSG00000086061,ENSG00000186834,1.0
ENSG00000086061,ENSG00000111716,1.0
ENSG00000086061,ENSG00000188021,1.0
ENSG00000086061,ENSG00000164122,1.0
ENSG00000086061,ENSG00000144909,1.0
ENSG00000086061,ENSG00000173110,1.0
ENSG00000086061,ENSG00000086061,1.0
ENSG00000086061,ENSG00000175906,1.0
ENSG00000243207,ENSG00000105640,1.0
ENSG00000243207,ENSG00000014164,1.0
ENSG00000082516,ENSG00000197442,1.0
ENSG00000082516,ENSG00000152518,1.0
ENSG00000082516,ENSG00000155858,1.0
ENSG00000082516,ENSG00000203812,1.0
ENSG00000082516,ENSG00000136810,1.0
ENSG00000176720,ENSG00000084092,1.0
ENSG00000223443,ENSG00000122691,1.0
ENSG00000111961,ENSG00000175793,1.0
ENSG00000129911,ENSG00000100393,1.0
ENSG00000129911,ENSG00000158195,1.0
ENSG00000102837,ENSG00000128590,1.0
ENSG00000102837,ENSG00000162851,1.0
ENSG00000102837,ENSG00000183798,1.0
ENSG00000102837,ENSG00000116903,1.0
ENSG00000102837,ENSG00000128228,1.0
ENSG00000197442,ENSG00000197442,1.0
ENSG00000197442,ENSG00000100393,1.0
ENSG00000197442,ENSG00000170027,1.0
ENSG00000197442,ENSG00000185338,1.0
ENSG00000197442,ENSG00000162409,1.0
ENSG00000197442,ENSG00000136810,1.0
ENSG00000101890,ENSG00000101890,1.0
ENSG00000123570,ENSG00000084110,1.0
ENSG00000123570,ENSG00000124429,1.0
ENSG00000151458,ENSG00000213281,1.0
ENSG00000111775,ENSG00000106153,1.0
ENSG00000170604,ENSG00000170604,1.0
ENSG00000170604,ENSG00000181449,1.0
ENSG00000170604,ENSG00000119669,1.0
ENSG00000113249,ENSG00000155252,1.0
ENSG00000113249,ENSG00000162733,1.0
ENSG00000148384,ENSG00000111110,1.0
ENSG00000148384,ENSG00000172985,1.0
ENSG00000148384,ENSG00000128011,1.0
ENSG00000197903,ENSG00000115241,1.0
ENSG00000197903,ENSG00000186834,1.0
ENSG00000197903,ENSG00000135269,1.0
ENSG00000197903,ENSG00000100084,1.0
ENSG00000183347,ENSG00000213512,1.0
ENSG00000181817,ENSG00000170860,1.0
ENSG00000163823,ENSG00000242616,1.0
ENSG00000163823,ENSG00000156052,1.0
ENSG00000163823,ENSG00000105617,1.0
ENSG00000163823,ENSG00000142627,1.0
ENSG00000168286,ENSG00000177602,1.0
ENSG00000168286,ENSG00000168286,1.0
ENSG00000168286,ENSG00000177469,1.0
ENSG00000168286,ENSG00000143367,1.0
ENSG00000168286,ENSG00000165660,1.0
ENSG00000168286,ENSG00000165685,1.0
ENSG00000167447,ENSG00000165475,1.0
