Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
PSMA3-202,CAPN3,825,PF00227-PF00036,,0.0,Retained
PSMA3-202,PSMA8,143471,PF10584-PF00227 ; PF10584-PF10584 ; PF10584-PF00227 ; PF00227-PF00227,,0.0,Retained
PSMA3-202,PSMC1,5700,PF10584-PF00004 ; PF10584-PF17862 ; PF17862-PF00227 ; PF00004-PF00227,,0.0,Retained
PSMA3-202,PSMB1,5689,PF10584-PF00227 ; PF00227-PF00227,,0.0,Retained
PSMA3-202,PSMD6,9861,PF01399-PF00227,,0.0,Retained
PSMA3-202,RERE,473,PF00320-PF00227,,0.0,Retained
PSMA3-202,PSMD7,5713,PF01398-PF00227,,0.0,Retained
PSMA3-202,PSMB3,5691,PF10584-PF00227 ; PF00227-PF00227,,0.0,Retained
PSMA3-202,PSME4,23198,PF10584-PF11919 ; PF10584-PF16507 ; PF11919-PF00227 ; PF16507-PF00227,,0.0,Retained
PSMA3-202,OSR2,116039,PF00096-PF00227,,0.0,Retained
PSMA3-202,PSMB9,5698,PF10584-PF00227 ; PF00227-PF00227,,0.0,Retained
PSMA3-202,PLK1,5347,PF00069-PF00227,,0.0,Retained
PSMA3-202,LONP1,9361,PF10584-PF00004 ; PF00004-PF00227,,0.0,Retained
PSMA3-202,PSMA5,5686,PF00227-PF00227 ; PF00227-PF10584 ; PF10584-PF00227 ; PF10584-PF10584,,0.0,Retained
PSMA3-202,PSMD12,5718,PF01399-PF00227,,0.0,Retained
PSMA3-202,GFI1B,8328,PF00227-PF00096,,0.0,Retained
PSMA3-202,PSMA1,5682,PF10584-PF00227 ; PF10584-PF10584 ; PF10584-PF00227 ; PF00227-PF00227,,0.0,Retained
PSMA3-202,PSMC5,5705,PF17862-PF00227 ; PF17862-PF10584 ; PF00004-PF00227 ; PF00004-PF10584,,0.0,Retained
PSMA3-202,GATA2,2624,PF00320-PF00227,,0.0,Retained
PSMA3-202,PSMB7,5695,PF10584-PF00227 ; PF00227-PF00227 ; PF12465-PF00227,,0.0,Retained
PSMA3-202,PSMC3,5702,PF00004-PF00227 ; PF00004-PF10584 ; PF17862-PF00227 ; PF17862-PF10584,,0.0,Retained
PSMA3-202,USP7,7874,PF00443-PF00227,,0.0,Retained
PSMA3-202,PSMB10,5699,PF00227-PF00227 ; PF00227-PF10584 ; PF12465-PF00227,,0.0,Retained
PSMA3-202,CSNK2A1,1457,PF00069-PF00227,,0.0,Retained
PSMA3-202,DCLK3,85443,PF00069-PF00227,,0.0,Retained
PSMA3-202,PSMB2,5690,PF00227-PF00227 ; PF00227-PF10584,,0.0,Retained
PSMA3-202,PSMC6,5706,PF17862-PF00227 ; PF17862-PF10584 ; PF10584-PF00004 ; PF00004-PF00227,,0.0,Retained
PSMA3-202,AURKB,9212,PF00069-PF00227,,0.0,Retained
PSMA3-202,VCP,7415,PF17862-PF00227 ; PF17862-PF10584 ; PF10584-PF00004 ; PF00004-PF00227,,0.0,Retained
PSMA3-202,GATA3,2625,PF00320-PF00227,,0.0,Retained
PSMA3-202,SRPK2,6733,PF00069-PF00227,,0.0,Retained
PSMA3-202,PSMD11,5717,PF18055-PF00227 ; PF01399-PF00227,,0.0,Retained
