Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
PRKCZ-201,CDC37,11140,PF08565-PF00069 ; PF00069-PF03234,,0.0,Retained
PRKCZ-201,IRAK1,3654,PF00564-PF00069 ; PF00069-PF00433 ; PF00069-PF00069 ; PF00069-PF00130 ; PF00069-PF00531 ; PF00069-PF07714,,0.0,Retained
PRKCZ-201,TIAM1,7074,PF00564-PF00621 ; PF00564-PF00595 ; PF00169-PF00433 ; PF00169-PF00069 ; PF00169-PF00130 ; PF00069-PF02196 ; PF00069-PF00621 ; PF00069-PF00595 ; PF00433-PF02196 ; PF00433-PF00595 ; PF02196-PF00130 ; PF00621-PF00130,,0.0,Retained
PRKCZ-201,PARD6B,84612,PF00564-PF00564 ; PF00564-PF00595 ; PF00069-PF00564 ; PF00069-PF00595 ; PF00595-PF00433,,0.0,Retained
PRKCZ-201,WDR26,80232,PF00069-PF00400,,0.0,Retained
PRKCZ-201,RELA,5970,PF00069-PF00554,,0.0,Retained
PRKCZ-201,YWHAQ,10971,PF00069-PF00244,,0.0,Retained
PRKCZ-201,ABL1,25,PF00564-PF00018 ; PF00069-PF07714 ; PF00069-PF00018 ; PF00069-PF00017 ; PF00017-PF00433 ; PF00017-PF00130 ; PF00018-PF00130,,0.0,Retained
PRKCZ-201,LLGL2,3993,PF00069-PF00400,,0.0,Retained
PRKCZ-201,KIF11,3832,PF00069-PF00225,,0.0,Retained
PRKCZ-201,YWHAH,7533,PF00244-PF00069,,0.0,Retained
PRKCZ-201,HSP90AA1,3320,PF00069-PF00183 ; PF00069-PF02518,,0.0,Retained
PRKCZ-201,PTPRZ1,5803,PF00069-PF00041 ; PF00069-PF00102,,0.0,Retained
PRKCZ-201,MAPK7,5598,PF00564-PF00069 ; PF00069-PF00433 ; PF00069-PF00069 ; PF00069-PF00130,,0.0,Retained
PRKCZ-201,YWHAB,7529,PF00069-PF00244,,0.0,Retained
PRKCZ-201,JAK1,3716,PF00069-PF07714,,0.0,Retained
PRKCZ-201,SLC25A3,5250,PF00069-PF00153,,0.0,Retained
PRKCZ-201,SNRPD2,6633,PF00069-PF01423,,0.0,Retained
PRKCZ-201,GRM5,2915,PF00069-PF01094,,0.0,Retained
PRKCZ-201,LRRK2,120892,PF00564-PF00069 ; PF00069-PF08477 ; PF00069-PF00069 ; PF00069-PF00433 ; PF00069-PF00130,,0.0,Retained
PRKCZ-201,HSPA5,3309,PF00069-PF00012,,0.0,Retained
PRKCZ-201,CFL1,1072,PF00069-PF00241,,0.0,Retained
PRKCZ-201,NCOA3,8202,PF00069-PF00989,,0.0,Retained
PRKCZ-201,SQSTM1,8878,PF00564-PF00564 ; PF00069-PF00564,,0.0,Retained
PRKCZ-201,EPHB4,2050,PF00069-PF00041 ; PF00069-PF07714 ; PF00069-PF01404 ; PF00069-PF00536,,0.0,Retained
PRKCZ-201,PPP1CC,5501,PF00069-PF00149,,0.0,Retained
PRKCZ-201,DDX3X,1654,PF00069-PF00271 ; PF00069-PF00270,,0.0,Retained
PRKCZ-201,LLGL1,3996,PF00069-PF00400,,0.0,Retained
PRKCZ-201,GRB14,2888,PF00169-PF00433 ; PF00169-PF00069 ; PF00169-PF00130 ; PF00069-PF00788 ; PF00069-PF00017 ; PF00017-PF00433 ; PF00017-PF00130,,0.0,Retained
PRKCZ-201,PARD6G,84552,PF00564-PF00564 ; PF00564-PF00595 ; PF00069-PF00564 ; PF00069-PF00595 ; PF00433-PF00595,,0.0,Retained
PRKCZ-201,CDC42BPB,9578,PF00564-PF00069 ; PF00130-PF00433 ; PF00130-PF00069 ; PF00130-PF00130 ; PF00069-PF00780 ; PF00069-PF00069 ; PF00069-PF00433 ; PF00069-PF00130,,0.0,Retained
PRKCZ-201,HSP90AB1,3326,PF00183-PF00069 ; PF00069-PF02518,,0.0,Retained
PRKCZ-201,PPIA,5478,PF00069-PF00160,,0.0,Retained
PRKCZ-201,CCT6A,908,PF00069-PF00118,,0.0,Retained
PRKCZ-201,YWHAG,7532,PF00069-PF00244,,0.0,Retained
PRKCZ-201,HDAC6,10013,PF00069-PF00850,,0.0,Retained
PRKCZ-201,PARD6A,50855,PF00564-PF00564 ; PF00564-PF00595 ; PF00069-PF00564 ; PF00069-PF00595 ; PF00433-PF00595,,0.0,Retained
PRKCZ-201,YWHAZ,7534,PF00069-PF00244,,0.0,Retained
PRKCZ-201,RAF1,5894,PF00130-PF00433 ; PF00130-PF00069 ; PF00130-PF00130 ; PF00069-PF02196 ; PF00069-PF07714 ; PF02196-PF00433 ; PF02196-PF00130,,0.0,Retained
PRKCZ-201,ESR1,2099,PF00069-PF00104 ; PF00069-PF00105,,0.0,Retained
PRKCZ-201,GSK3B,2932,PF00564-PF00069 ; PF00069-PF00433 ; PF00069-PF00069 ; PF00069-PF00130,,0.0,Retained
PRKCZ-201,STK38,11329,PF00564-PF00069 ; PF00069-PF00069 ; PF00069-PF00433 ; PF00433-PF00433 ; PF00433-PF00130 ; PF00069-PF00433 ; PF00069-PF00130,,0.0,Retained
PRKCZ-201,PSMD1,5707,PF00069-PF13646,,0.0,Retained
PRKCZ-201,AMHR2,269,PF01064-PF00069 ; PF00564-PF00069 ; PF07714-PF00069 ; PF00069-PF00433 ; PF00069-PF00069 ; PF00069-PF00130,,0.0,Retained
PRKCZ-201,FADD,8772,PF00531-PF00069 ; PF00069-PF01335,,0.0,Retained
PRKCZ-201,NAP1L1,4673,PF00069-PF00956,,0.0,Retained
PRKCZ-201,HNRNPL,3191,PF00069-PF00076,,0.0,Retained
PRKCZ-201,CCT5,22948,PF00069-PF00118,,0.0,Retained
PRKCZ-201,AKT3,10000,PF00564-PF00069 ; PF00169-PF00433 ; PF00169-PF00069 ; PF00169-PF00130 ; PF00069-PF00069 ; PF00069-PF00433 ; PF00433-PF00433 ; PF00433-PF00130 ; PF00433-PF00069 ; PF00069-PF00130,,0.0,Retained
PRKCZ-201,PPIL4,85313,PF00069-PF00076 ; PF00069-PF00160,,0.0,Retained
