Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
PSMC5-202,PRKN,5071,PF00004-PF00240,,0.0,Retained
PSMC5-202,UBC,7316,PF00004-PF00240,,0.0,Retained
PSMC5-202,VCP,7415,PF00004-PF00004 ; PF00004-PF17862 ; PF00004-PF09336 ; PF00004-PF02359 ; PF00004-PF02933 ; PF00004-PF16450 ; PF00004-PF17862 ; PF17862-PF17862 ; PF02359-PF17862 ; PF17862-PF02933 ; PF17862-PF09336,,0.0,Retained
PSMC5-202,PSMD3,5709,PF00004-PF01399,,0.0,Retained
PSMC5-202,PSMD1,5707,PF00004-PF01851 ; PF17781-PF17862,,0.0,Retained
PSMC5-202,PSMD12,5718,PF00004-PF01399,,0.0,Retained
PSMC5-202,DYNC1I2,1781,PF00004-PF00400,,0.0,Retained
PSMC5-202,PSMD10,5716,PF00004-PF00023 ; PF13637-PF17862 ; PF12796-PF17862 ; PF00023-PF17862,,0.0,Retained
PSMC5-202,PSMD7,5713,PF00004-PF01398 ; PF13012-PF16450 ; PF01398-PF16450,,0.0,Retained
PSMC5-202,WDR5,11091,PF00004-PF00400,,0.0,Retained
PSMC5-202,USP14,9097,PF00004-PF00443 ; PF00443-PF16450,,0.0,Retained
PSMC5-202,PSMB9,5698,PF00004-PF00227 ; PF00227-PF17862,,0.0,Retained
PSMC5-202,PSMA1,5682,PF00004-PF00227 ; PF00004-PF10584 ; PF10584-PF17862 ; PF00227-PF17862,,0.0,Retained
PSMC5-202,USP49,25862,PF00004-PF00443 ; PF00443-PF16450,,0.0,Retained
