Selected Protein variant,Protein name,NCBI gene ID,Retained DDIs,Lost DDIs,Percentage of lost domain-domain interactions,Protein-protein interaction
PSMA3-213,SNAI2,6591,PF00096-PF00227,,0.0,Retained
PSMA3-213,PSMD6,9861,PF01399-PF00227,,0.0,Retained
PSMA3-213,PSME4,23198,PF16507-PF00227 ; PF11919-PF00227,PF16507-PF10584 ; PF10584-PF11919,50.0,Affected
PSMA3-213,PSMC4,5704,PF00004-PF00227 ; PF17862-PF00227,PF10584-PF17862 ; PF10584-PF00004,50.0,Affected
PSMA3-213,LONP1,9361,PF00004-PF00227,PF00004-PF10584,50.0,Affected
PSMA3-213,PSMD7,5713,PF01398-PF00227,,0.0,Retained
PSMA3-213,PSMD14,10213,PF01398-PF00227,,0.0,Retained
PSMA3-213,PSMA2,5683,PF00227-PF00227 ; PF10584-PF00227,PF10584-PF10584 ; PF10584-PF00227,50.0,Affected
PSMA3-213,RERE,473,PF00320-PF00227,,0.0,Retained
PSMA3-213,PSMA6,5687,PF10584-PF00227 ; PF00227-PF00227,PF10584-PF10584 ; PF10584-PF00227,50.0,Affected
PSMA3-213,DCLK3,85443,PF00069-PF00227,,0.0,Retained
PSMA3-213,PSMA4,5685,PF00227-PF00227 ; PF10584-PF00227,PF00227-PF10584 ; PF10584-PF10584,50.0,Affected
PSMA3-213,GATA3,2625,PF00320-PF00227,,0.0,Retained
PSMA3-213,PSMB8,5696,PF00227-PF00227,PF10584-PF00227,50.0,Affected
PSMA3-213,ZNF366,167465,PF00096-PF00227,,0.0,Retained
PSMA3-213,USP7,7874,PF00443-PF00227,,0.0,Retained
PSMA3-213,PSMD3,5709,PF01399-PF00227,,0.0,Retained
PSMA3-213,PSMA7,5688,PF00227-PF00227 ; PF10584-PF00227,PF10584-PF10584 ; PF10584-PF00227,50.0,Affected
PSMA3-213,CDK6,1021,PF00069-PF00227,,0.0,Retained
PSMA3-213,PSMB6,5694,PF00227-PF00227,PF10584-PF00227,50.0,Affected
PSMA3-213,PSMA8,143471,PF10584-PF00227 ; PF00227-PF00227,PF10584-PF10584 ; PF10584-PF00227,50.0,Affected
PSMA3-213,PSME1,5720,,PF10584-PF02252,100.0,Lost
PSMA3-213,CYLD,1540,PF00443-PF00227,,0.0,Retained
PSMA3-213,PLK1,5347,PF00227-PF00069,,0.0,Retained
PSMA3-213,PSMB1,5689,PF00227-PF00227,PF10584-PF00227,50.0,Affected
PSMA3-213,CUL1,8454,PF00888-PF00227,,0.0,Retained
PSMA3-213,POMP,51371,PF05348-PF00227,,0.0,Retained
PSMA3-213,GATA2,2624,PF00320-PF00227,,0.0,Retained
PSMA3-213,AURKB,9212,PF00069-PF00227,,0.0,Retained
PSMA3-213,PSMB5,5693,PF00227-PF00227,PF10584-PF00227,50.0,Affected
PSMA3-213,PSMD1,5707,PF01851-PF00227,,0.0,Retained
PSMA3-213,PSMD11,5717,PF01399-PF00227 ; PF18055-PF00227,,0.0,Retained
PSMA3-213,TRIB3,57761,PF00069-PF00227,,0.0,Retained
PSMA3-213,PSMB9,5698,PF00227-PF00227,PF10584-PF00227,50.0,Affected
PSMA3-213,PSMA1,5682,PF10584-PF00227 ; PF00227-PF00227,PF10584-PF10584 ; PF10584-PF00227,50.0,Affected
PSMA3-213,PSMB4,5692,PF00227-PF00227,PF10584-PF00227,50.0,Affected
PSMA3-213,PSMC5,5705,PF00004-PF00227 ; PF17862-PF00227,PF00004-PF10584 ; PF17862-PF10584,50.0,Affected
PSMA3-213,USP14,9097,PF00443-PF00227,,0.0,Retained
PSMA3-213,PSMA5,5686,PF10584-PF00227 ; PF00227-PF00227,PF10584-PF10584 ; PF10584-PF00227,50.0,Affected
PSMA3-213,USP5,8078,PF00443-PF00227,,0.0,Retained
PSMA3-213,PSMC1,5700,PF00004-PF00227 ; PF17862-PF00227,PF10584-PF00004 ; PF10584-PF17862,50.0,Affected
PSMA3-213,PSME2,5721,,PF10584-PF02252,100.0,Lost
